PeakID (cmd=annotatePeaks.pl consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1162	XV	58502	58701	+	0	NA	promoter-TSS (YOL140W)	protein_coding-promoter-TSS (YOL140W)	-158	YOL140W	YOL140W	YOL140W			ARG8			protein_coding
Interval_198	IV	302840	303054	+	0	NA	promoter-TSS (YDL085C-A)	protein_coding-promoter-TSS (YDL085C-A)	-264	YDL085W	YDL085W	YDL085W			NDE2			protein_coding
Interval_570	VII	576464	577069	+	0	NA	promoter-TSS (YGR041W)	protein_coding-promoter-TSS (YGR041W)	-721	YGR041W	YGR041W	YGR041W			BUD9			protein_coding
Interval_195	IV	264100	264312	+	0	NA	promoter-TSS (YDL111C)	protein_coding-promoter-TSS (YDL111C)	-96	YDL111C	YDL111C	YDL111C			RRP42			protein_coding
Interval_674	VIII	388639	388950	+	0	NA	promoter-TSS (YHR144C)	protein_coding-promoter-TSS (YHR144C)	-68	YHR144C	YHR144C	YHR144C			DCD1			protein_coding
Interval_1154	XIV	763968	764426	+	0	NA	Intergenic	Intergenic	-1178	YNR070W	YNR070W	YNR070W			PDR18			protein_coding
Interval_649	VIII	125996	126403	+	0	NA	promoter-TSS (YHR009C)	protein_coding-promoter-TSS (YHR009C)	-322	YHR010W	YHR010W	YHR010W			RPL27A			protein_coding
Interval_469	VI	4482	5298	+	0	NA	promoter-TSS (YFL063W)	protein_coding-promoter-TSS (YFL063W)	-176	YFL063W	YFL063W	YFL063W			YFL063W			protein_coding
Interval_507	VII	55711	56510	+	0	NA	promoter-TSS (YGL234W)	protein_coding-promoter-TSS (YGL234W)	-314	YGL236C	YGL236C	YGL236C			MTO1			protein_coding
Interval_1074	XIII	904195	904846	+	0	NA	promoter-TSS (YMR316W)	protein_coding-promoter-TSS (YMR316W)	234	YMR315W-A	YMR315W-A	YMR315W-A			YMR315W-A			protein_coding
Interval_1264	XVI	40303	40860	+	0	NA	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-462	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
Interval_1178	XV	218738	219025	+	0	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-330	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
Interval_229	IV	545957	546312	+	0	NA	promoter-TSS (YDR044W)	protein_coding-promoter-TSS (YDR044W)	-508	YDR044W	YDR044W	YDR044W			HEM13			protein_coding
Interval_371	IX	336114	336489	+	0	NA	promoter-TSS (YIL009C-A)	protein_coding-promoter-TSS (YIL009C-A)	-89	YIL009C-A	YIL009C-A	YIL009C-A			EST3			protein_coding
Interval_1344	XVI	744184	744566	+	0	NA	promoter-TSS (YPR109W)	protein_coding-promoter-TSS (YPR109W)	91	tT(UGU)P	tT(UGU)P	tT(UGU)P			tT(UGU)P			tRNA
Interval_460	V	503012	503900	+	0	NA	promoter-TSS (YER162C)	protein_coding-promoter-TSS (YER162C)	326	YER163C	YER163C	YER163C			GCG1			protein_coding
Interval_1202	XV	464378	464694	+	0	NA	promoter-TSS (YOR072W-B)	protein_coding-promoter-TSS (YOR072W-B)	67	YOR072W-B	YOR072W-B	YOR072W-B			YOR072W-B			protein_coding
Interval_63	II	311581	311780	+	0	NA	promoter-TSS (YBR037C)	protein_coding-promoter-TSS (YBR037C)	-218	YBR038W	YBR038W	YBR038W			CHS2			protein_coding
Interval_159	III	295384	295775	+	0	NA	promoter-TSS (tT(AGU)C)	tRNA-promoter-TSS (tT(AGU)C)	95	tT(AGU)C	tT(AGU)C	tT(AGU)C			tT(AGU)C			tRNA
Interval_429	V	298363	298602	+	0	NA	promoter-TSS (YER070W)	protein_coding-promoter-TSS (YER070W)	-468	YER070W	YER070W	YER070W			RNR1			protein_coding
Interval_557	VII	482959	484206	+	0	NA	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	322	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
Interval_257	IV	866827	868025	+	0	NA	promoter-TSS (YDR207C)	protein_coding-promoter-TSS (YDR207C)	96	YDR207C	YDR207C	YDR207C			UME6			protein_coding
Interval_102	II	605761	606222	+	0	NA	promoter-TSS (YBR190W)	protein_coding-promoter-TSS (YBR190W)	25	YBR190W	YBR190W	YBR190W			YBR190W			protein_coding
Interval_882	XII	212184	212459	+	0	NA	promoter-TSS (YLR034C)	protein_coding-promoter-TSS (YLR034C)	-388	YLR034C	YLR034C	YLR034C			SMF3			protein_coding
Interval_951	XII	837550	840152	+	0	NA	exon (YLR355C, exon 1 of 1)	protein_coding-exon (YLR355C, exon 1 of 1)	402	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
Interval_1240	XV	877756	878239	+	0	NA	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-312	YOR298C-A	YOR298C-A	YOR298C-A			MBF1			protein_coding
Interval_1319	XVI	572256	572705	+	0	NA	promoter-TSS (YPR008W)	protein_coding-promoter-TSS (YPR008W)	211	tG(GCC)P1	tG(GCC)P1	tG(GCC)P1			tG(GCC)P1			tRNA
Interval_1236	XV	836649	837243	+	0	NA	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-515	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
Interval_449	V	435501	435960	+	0	NA	promoter-TSS (tK(CUU)E2)	tRNA-promoter-TSS (tK(CUU)E2)	94	tK(CUU)E2	tK(CUU)E2	tK(CUU)E2			tK(CUU)E2			tRNA
Interval_176	IV	106591	107040	+	0	NA	promoter-TSS (YDL195W)	protein_coding-promoter-TSS (YDL195W)	74	YDL196W	YDL196W	YDL196W			YDL196W			protein_coding
Interval_473	VI	31979	32194	+	0	NA	Intergenic	Intergenic	-1546	YFL051C	YFL051C	YFL051C			YFL051C			protein_coding
Interval_1351	XVI	785626	785956	+	0	NA	promoter-TSS (YPR124W)	protein_coding-promoter-TSS (YPR124W)	-417	YPR124W	YPR124W	YPR124W			CTR1			protein_coding
Interval_1254	XV	1009624	1010071	+	0	NA	promoter-TSS (YOR357C)	protein_coding-promoter-TSS (YOR357C)	-135	YOR357C	YOR357C	YOR357C			SNX3			protein_coding
Interval_1188	XV	304193	305075	+	0	NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-651	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
Interval_199	IV	307847	308432	+	0	NA	promoter-TSS (YDL082W)	protein_coding-promoter-TSS (YDL082W)	-285	YDL082W	YDL082W	YDL082W			RPL13A			protein_coding
Interval_41	II	135703	136322	+	0	NA	promoter-TSS (YBL043W)	protein_coding-promoter-TSS (YBL043W)	14	YBL044W	YBL044W	YBL044W			YBL044W			protein_coding
Interval_711	X	146152	146751	+	0	NA	promoter-TSS (YJL143W)	protein_coding-promoter-TSS (YJL143W)	92	YJL144W	YJL144W	YJL144W			YJL144W			protein_coding
Interval_954	XII	877413	878125	+	0	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-513	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
Interval_1140	XIV	602229	602755	+	0	NA	promoter-TSS (YNL016W)	protein_coding-promoter-TSS (YNL016W)	-16	YNL017C	YNL017C	YNL017C			YNL017C			protein_coding
Interval_746	X	453718	453914	+	0	NA	TTS (YJR008W)	protein_coding-TTS (YJR008W)	865	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
Interval_864	XII	22749	23361	+	0	NA	promoter-TSS (YLL058W)	protein_coding-promoter-TSS (YLL058W)	-75	YLL059C	YLL059C	YLL059C			YLL059C			protein_coding
Interval_681	VIII	470527	470777	+	0	NA	promoter-TSS (YHR183W)	protein_coding-promoter-TSS (YHR183W)	-308	YHR183W	YHR183W	YHR183W			GND1			protein_coding
Interval_280	IV	1080339	1081031	+	0	NA	promoter-TSS (YDR309C)	protein_coding-promoter-TSS (YDR309C)	-486	YDR309C	YDR309C	YDR309C			GIC2			protein_coding
Interval_756	X	545270	545968	+	0	NA	promoter-TSS (YJR058C)	protein_coding-promoter-TSS (YJR058C)	-168	YJR059W	YJR059W	YJR059W			PTK2			protein_coding
Interval_736	X	374007	375019	+	0	NA	promoter-TSS (YJL039C)	protein_coding-promoter-TSS (YJL039C)	-18	tD(GUC)J3	tD(GUC)J3	tD(GUC)J3			tD(GUC)J3			tRNA
Interval_448	V	434390	434602	+	0	NA	TTS (YER133W)	protein_coding-TTS (YER133W)	116	tH(GUG)E2	tH(GUG)E2	tH(GUG)E2			tH(GUG)E2			tRNA
Interval_1073	XIII	901379	901631	+	0	NA	promoter-TSS (YMR313C)	protein_coding-promoter-TSS (YMR313C)	-198	YMR313C	YMR313C	YMR313C			TGL3			protein_coding
Interval_573	VII	591615	593065	+	0	NA	TTS (YGR049W)	protein_coding-TTS (YGR049W)	102	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
Interval_203	IV	357062	357880	+	0	NA	promoter-TSS (YDL055C)	protein_coding-promoter-TSS (YDL055C)	-712	YDL055C	YDL055C	YDL055C			PSA1			protein_coding
Interval_1046	XIII	627844	628184	+	0	NA	promoter-TSS (YMR183C)	protein_coding-promoter-TSS (YMR183C)	-175	YMR184W	YMR184W	YMR184W			ADD37			protein_coding
Interval_1354	XVI	821666	822647	+	0	NA	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	424	snR45	snR45	snR45			snR45			snoRNA
Interval_167	IV	56685	56973	+	0	NA	promoter-TSS (YDL224C)	protein_coding-promoter-TSS (YDL224C)	-483	YDL224C	YDL224C	YDL224C			WHI4			protein_coding
Interval_993	XIII	178214	178458	+	0	NA	promoter-TSS (YML048W)	protein_coding-promoter-TSS (YML048W)	-31	YML049C	YML049C	YML049C			RSE1			protein_coding
Interval_1251	XV	978384	979565	+	0	NA	promoter-TSS (YOR344C)	protein_coding-promoter-TSS (YOR344C)	-905	YOR344C	YOR344C	YOR344C			TYE7			protein_coding
Interval_928	XII	650759	651265	+	0	NA	promoter-TSS (YLR256W-A)	protein_coding-promoter-TSS (YLR256W-A)	-105	YLR256W-A	YLR256W-A	YLR256W-A			YLR256W-A			protein_coding
Interval_840	XI	462758	463883	+	0	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-624	YKR011C	YKR011C	YKR011C			YKR011C			protein_coding
Interval_690	VIII	540827	541365	+	0	NA	promoter-TSS (YHR214W)	protein_coding-promoter-TSS (YHR214W)	296	YHR213W-B	YHR213W-B	YHR213W-B			YHR213W-B			protein_coding
Interval_1191	XV	349232	349789	+	0	NA	promoter-TSS (YOR011W)	protein_coding-promoter-TSS (YOR011W)	-169	YOR011W	YOR011W	YOR011W			AUS1			protein_coding
Interval_401	V	117460	118179	+	0	NA	promoter-TSS (YEL020C-B)	protein_coding-promoter-TSS (YEL020C-B)	216	RPR1	RPR1	RPR1			RPR1			ncRNA
Interval_1324	XVI	627167	627723	+	0	NA	promoter-TSS (YPR029C)	protein_coding-promoter-TSS (YPR029C)	-435	YPR030W	YPR030W	YPR030W			CSR2			protein_coding
Interval_223	IV	507139	507675	+	0	NA	promoter-TSS (YDR033W)	protein_coding-promoter-TSS (YDR033W)	-740	YDR033W	YDR033W	YDR033W			MRH1			protein_coding
Interval_92	II	483444	483834	+	0	NA	promoter-TSS (YBR121C)	protein_coding-promoter-TSS (YBR121C)	-272	YBR121C	YBR121C	YBR121C			GRS1			protein_coding
Interval_301	IV	1300785	1301620	+	0	NA	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-414	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
Interval_174	IV	98322	98734	+	0	NA	promoter-TSS (YDL202W)	protein_coding-promoter-TSS (YDL202W)	53	YDL202W	YDL202W	YDL202W			MRPL11			protein_coding
Interval_783	XI	24691	26213	+	0	NA	exon (YKL216W, exon 1 of 1)	protein_coding-exon (YKL216W, exon 1 of 1)	237	YKL216W	YKL216W	YKL216W			URA1			protein_coding
Interval_764	X	617817	618157	+	0	NA	promoter-TSS (YJR100C)	protein_coding-promoter-TSS (YJR100C)	68	tL(UAG)J	tL(UAG)J	tL(UAG)J			tL(UAG)J			tRNA
Interval_15	I	138564	139267	+	0	NA	promoter-TSS (YAL007C)	protein_coding-promoter-TSS (YAL007C)	-237	tP(UGG)A	tP(UGG)A	tP(UGG)A			TRN1			tRNA
Interval_1087	XIV	88950	90156	+	0	NA	promoter-TSS (YNL288W)	protein_coding-promoter-TSS (YNL288W)	343	snR40	snR40	snR40			snR40			snoRNA
Interval_535	VII	316640	316829	+	0	NA	promoter-TSS (YGL098W)	protein_coding-promoter-TSS (YGL098W)	-54	snR82	snR82	snR82			snR82			snoRNA
Interval_672	VIII	374307	375575	+	0	NA	promoter-TSS (YHR135C)	protein_coding-promoter-TSS (YHR135C)	159	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
Interval_868	XII	48603	49732	+	0	NA	promoter-TSS (YLL043W)	protein_coding-promoter-TSS (YLL043W)	-538	YLL045C	YLL045C	YLL045C			RPL8B			protein_coding
Interval_1016	XIII	334705	335115	+	0	NA	promoter-TSS (YMR031C)	protein_coding-promoter-TSS (YMR031C)	-167	YMR031C	YMR031C	YMR031C			EIS1			protein_coding
Interval_390	V	26564	27550	+	0	NA	promoter-TSS (YEL065W)	protein_coding-promoter-TSS (YEL065W)	-281	YEL067C	YEL067C	YEL067C			YEL067C			protein_coding
Interval_121	III	220	1057	+	0	NA	promoter-TSS (YCL076W)	protein_coding-promoter-TSS (YCL076W)	-754	YCL076W	YCL076W	YCL076W			YCL076W			protein_coding
Interval_945	XII	796357	797285	+	0	NA	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	257	YLR334C	YLR334C	YLR334C			YLR334C			protein_coding
Interval_351	IX	197512	197830	+	0	NA	promoter-TSS (tE(CUC)I)	tRNA-promoter-TSS (tE(CUC)I)	79	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
Interval_352	IX	199556	199854	+	0	NA	promoter-TSS (YIL088C)	protein_coding-promoter-TSS (YIL088C)	-302	YIL088C	YIL088C	YIL088C			AVT7			protein_coding
Interval_572	VII	584034	584670	+	0	NA	promoter-TSS (YGR044C)	protein_coding-promoter-TSS (YGR044C)	-56	YGR045C	YGR045C	YGR045C			YGR045C			protein_coding
Interval_144	III	168237	168440	+	0	NA	promoter-TSS (YCR027C)	protein_coding-promoter-TSS (YCR027C)	34	tQ(UUG)C	tQ(UUG)C	tQ(UUG)C			tQ(UUG)C			tRNA
Interval_463	V	522836	523235	+	0	NA	promoter-TSS (YER168C)	protein_coding-promoter-TSS (YER168C)	-334	YER169W	YER169W	YER169W			RPH1			protein_coding
Interval_141	III	147654	147853	+	0	NA	promoter-TSS (YCR017C)	protein_coding-promoter-TSS (YCR017C)	-119	YCR017C	YCR017C	YCR017C			CWH43			protein_coding
Interval_1265	XVI	55906	56517	+	0	NA	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	63	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
Interval_404	V	140508	141585	+	0	NA	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-228	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
Interval_735	X	360541	361090	+	0	NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-434	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
Interval_270	IV	1005280	1005479	+	0	NA	promoter-TSS (YDR270W)	protein_coding-promoter-TSS (YDR270W)	-296	YDR270W	YDR270W	YDR270W			CCC2			protein_coding
Interval_834	XI	393296	393849	+	0	NA	promoter-TSS (YKL023C-A)	protein_coding-promoter-TSS (YKL023C-A)	-149	YKL023W	YKL023W	YKL023W			YKL023W			protein_coding
Interval_1086	XIV	87044	87646	+	0	NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-552	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
Interval_858	XI	618734	619051	+	0	NA	promoter-TSS (YKR094C)	protein_coding-promoter-TSS (YKR094C)	-142	YKR094C	YKR094C	YKR094C			RPL40B			protein_coding
Interval_1106	XIV	276004	276369	+	0	NA	promoter-TSS (YNL192W)	protein_coding-promoter-TSS (YNL192W)	-316	YNL192W	YNL192W	YNL192W			CHS1			protein_coding
Interval_767	X	633082	633447	+	0	NA	promoter-TSS (YJR109C)	protein_coding-promoter-TSS (YJR109C)	-323	YJR109C	YJR109C	YJR109C			CPA2			protein_coding
Interval_146	III	176657	176938	+	0	NA	promoter-TSS (YCR030C)	protein_coding-promoter-TSS (YCR030C)	-359	YCR030C	YCR030C	YCR030C			SYP1			protein_coding
Interval_260	IV	909244	909792	+	0	NA	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-536	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
Interval_1305	XVI	431511	432292	+	0	NA	promoter-TSS (YPL061W)	protein_coding-promoter-TSS (YPL061W)	6	YPL062W	YPL062W	YPL062W			YPL062W			protein_coding
Interval_332	IX	53436	54318	+	0	NA	promoter-TSS (YIL155C)	protein_coding-promoter-TSS (YIL155C)	-169	YIL155C	YIL155C	YIL155C			GUT2			protein_coding
Interval_387	V	13069	13489	+	0	NA	promoter-TSS (YEL072W)	protein_coding-promoter-TSS (YEL072W)	-441	YEL072W	YEL072W	YEL072W			RMD6			protein_coding
Interval_898	XII	390468	390801	+	0	NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-364	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
Interval_307	IV	1362407	1362649	+	0	NA	promoter-TSS (YDR451C)	protein_coding-promoter-TSS (YDR451C)	-347	YDR451C	YDR451C	YDR451C			YHP1			protein_coding
Interval_798	XI	118439	118972	+	0	NA	promoter-TSS (YKL175W)	protein_coding-promoter-TSS (YKL175W)	-88	YKL175W	YKL175W	YKL175W			ZRT3			protein_coding
Interval_125	III	48324	48538	+	0	NA	promoter-TSS (YCL044C)	protein_coding-promoter-TSS (YCL044C)	-67	YCL044C	YCL044C	YCL044C			MGR1			protein_coding
Interval_873	XII	92426	92916	+	0	NA	TTS (tP(UGG)L)	tRNA-TTS (tP(UGG)L)	123	tP(UGG)L	tP(UGG)L	tP(UGG)L			tP(UGG)L			tRNA
Interval_1241	XV	881982	882540	+	0	NA	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-504	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
Interval_725	X	256854	257126	+	0	NA	promoter-TSS (YJL092W)	protein_coding-promoter-TSS (YJL092W)	-178	YJL093C	YJL093C	YJL093C			TOK1			protein_coding
Interval_513	VII	115492	115917	+	0	NA	promoter-TSS (YGL202W)	protein_coding-promoter-TSS (YGL202W)	216	tK(UUU)G1	tK(UUU)G1	tK(UUU)G1			tK(UUU)G1			tRNA
Interval_819	XI	302853	303217	+	0	NA	TTS (tW(CCA)K)	tRNA-TTS (tW(CCA)K)	117	tW(CCA)K	tW(CCA)K	tW(CCA)K			tW(CCA)K			tRNA
Interval_210	IV	417005	417363	+	0	NA	promoter-TSS (YDL020C)	protein_coding-promoter-TSS (YDL020C)	-476	YDL020C	YDL020C	YDL020C			RPN4			protein_coding
Interval_1175	XV	167964	168561	+	0	NA	promoter-TSS (YOL082W)	protein_coding-promoter-TSS (YOL082W)	-465	YOL082W	YOL082W	YOL082W			ATG19			protein_coding
Interval_107	II	644813	645541	+	0	NA	promoter-TSS (YBR210W)	protein_coding-promoter-TSS (YBR210W)	10	tE(UUC)B	tE(UUC)B	tE(UUC)B			tE(UUC)B			tRNA
Interval_76	II	391576	392860	+	0	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	75	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
Interval_1315	XVI	520105	520708	+	0	NA	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-173	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
Interval_1184	XV	273808	274929	+	0	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	-15	YOL026C	YOL026C	YOL026C			MIM1			protein_coding
Interval_1276	XVI	118079	118374	+	0	NA	promoter-TSS (YPL228W)	protein_coding-promoter-TSS (YPL228W)	-156	YPL228W	YPL228W	YPL228W			CET1			protein_coding
Interval_169	IV	62197	62472	+	0	NA	promoter-TSS (YDL222C)	protein_coding-promoter-TSS (YDL222C)	323	YDL221W	YDL221W	YDL221W			YDL221W			protein_coding
Interval_309	IV	1401277	1401828	+	0	NA	promoter-TSS (YDR470C)	protein_coding-promoter-TSS (YDR470C)	-218	YDR471W	YDR471W	YDR471W			RPL27B			protein_coding
Interval_305	IV	1355564	1355999	+	0	NA	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-228	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
Interval_963	XII	1001925	1003145	+	0	NA	promoter-TSS (YLR431C)	protein_coding-promoter-TSS (YLR431C)	-22	YLR432W	YLR432W	YLR432W			IMD3			protein_coding
Interval_421	V	266118	266466	+	0	NA	promoter-TSS (YER055C)	protein_coding-promoter-TSS (YER055C)	-507	YER055C	YER055C	YER055C			HIS1			protein_coding
Interval_1269	XVI	88114	88457	+	0	NA	promoter-TSS (YPL243W)	protein_coding-promoter-TSS (YPL243W)	-232	YPL243W	YPL243W	YPL243W			SRP68			protein_coding
Interval_1084	XIV	62925	63664	+	0	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-351	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
Interval_953	XII	875118	875521	+	0	NA	promoter-TSS (YLR377C)	protein_coding-promoter-TSS (YLR377C)	-57	tK(UUU)L	tK(UUU)L	tK(UUU)L			tK(UUU)L			tRNA
Interval_684	VIII	505520	506113	+	0	NA	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-286	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
Interval_827	XI	355263	356302	+	0	NA	promoter-TSS (YKL043W)	protein_coding-promoter-TSS (YKL043W)	-540	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
Interval_700	X	79573	80010	+	0	NA	promoter-TSS (YJL186W)	protein_coding-promoter-TSS (YJL186W)	-364	YJL186W	YJL186W	YJL186W			MNN5			protein_coding
Interval_377	IX	383841	384532	+	0	NA	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-67	YIR017C	YIR017C	YIR017C			MET28			protein_coding
Interval_872	XII	83873	84540	+	0	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-598	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
Interval_619	VII	953604	953864	+	0	NA	promoter-TSS (YGR231C)	protein_coding-promoter-TSS (YGR231C)	-226	YGR232W	YGR232W	YGR232W			NAS6			protein_coding
Interval_530	VII	284134	284344	+	0	NA	promoter-TSS (YGL119W)	protein_coding-promoter-TSS (YGL119W)	-203	YGL119W	YGL119W	YGL119W			COQ8			protein_coding
Interval_665	VIII	280164	280603	+	0	NA	promoter-TSS (YHR087W)	protein_coding-promoter-TSS (YHR087W)	152	YHR086W-A	YHR086W-A	YHR086W-A			YHR086W-A			protein_coding
Interval_261	IV	914486	915857	+	0	NA	promoter-TSS (YDR224C)	protein_coding-promoter-TSS (YDR224C)	-359	YDR225W	YDR225W	YDR225W			HTA1			protein_coding
Interval_850	XI	558156	559587	+	0	NA	promoter-TSS (YKR062W)	protein_coding-promoter-TSS (YKR062W)	495	snR42	snR42	snR42			snR42			snoRNA
Interval_411	V	211719	212375	+	0	NA	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-171	YER028C	YER028C	YER028C			MIG3			protein_coding
Interval_1107	XIV	277080	277342	+	0	NA	exon (YNL192W, exon 1 of 1)	protein_coding-exon (YNL192W, exon 1 of 1)	709	YNL192W	YNL192W	YNL192W			CHS1			protein_coding
Interval_621	VII	974223	974877	+	0	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	227	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
Interval_29	II	21210	21423	+	0	NA	promoter-TSS (YBL104C)	protein_coding-promoter-TSS (YBL104C)	-23	YBL104C	YBL104C	YBL104C			SEA4			protein_coding
Interval_447	V	430889	431399	+	0	NA	promoter-TSS (YER132C)	protein_coding-promoter-TSS (YER132C)	76	snR52	snR52	snR52			snR52			snoRNA
Interval_1272	XVI	105469	105737	+	0	NA	promoter-TSS (YPL233W)	protein_coding-promoter-TSS (YPL233W)	-163	YPL234C	YPL234C	YPL234C			VMA11			protein_coding
Interval_784	XI	38256	39015	+	0	NA	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-176	snR64	snR64	snR64			snR64			snoRNA
Interval_346	IX	165974	166305	+	0	NA	promoter-TSS (YIL106W)	protein_coding-promoter-TSS (YIL106W)	-276	YIL106W	YIL106W	YIL106W			MOB1			protein_coding
Interval_312	IV	1429059	1429618	+	0	NA	promoter-TSS (YDR487C)	protein_coding-promoter-TSS (YDR487C)	-358	YDR487C	YDR487C	YDR487C			RIB3			protein_coding
Interval_1190	XV	347310	347616	+	0	NA	promoter-TSS (YOR010C)	protein_coding-promoter-TSS (YOR010C)	-513	YOR010C	YOR010C	YOR010C			TIR2			protein_coding
Interval_628	VII	1025917	1027205	+	0	NA	promoter-TSS (YGR267C)	protein_coding-promoter-TSS (YGR267C)	-75	YGR269W	YGR269W	YGR269W			YGR269W			protein_coding
Interval_408	V	177115	177694	+	0	NA	promoter-TSS (YER012W)	protein_coding-promoter-TSS (YER012W)	305	tE(UUC)E1	tE(UUC)E1	tE(UUC)E1			tE(UUC)E1			tRNA
Interval_1224	XV	682294	683869	+	0	NA	promoter-TSS (YOR185C)	protein_coding-promoter-TSS (YOR185C)	-30	YOR186W	YOR186W	YOR186W			YOR186W			protein_coding
Interval_624	VII	1000022	1000768	+	0	NA	promoter-TSS (YGR254W)	protein_coding-promoter-TSS (YGR254W)	-532	YGR254W	YGR254W	YGR254W			ENO1			protein_coding
Interval_773	X	662916	663827	+	0	NA	promoter-TSS (YJR127C)	protein_coding-promoter-TSS (YJR127C)	-312	YJR127C	YJR127C	YJR127C			RSF2			protein_coding
Interval_1355	XVI	828830	829554	+	0	NA	promoter-TSS (YPR149W)	protein_coding-promoter-TSS (YPR149W)	-726	YPR149W	YPR149W	YPR149W			NCE102			protein_coding
Interval_843	XI	513171	514087	+	0	NA	promoter-TSS (YKR038C)	protein_coding-promoter-TSS (YKR038C)	-226	tD(GUC)K	tD(GUC)K	tD(GUC)K			tD(GUC)K			tRNA
Interval_1229	XV	768020	768243	+	0	NA	promoter-TSS (YOR228C)	protein_coding-promoter-TSS (YOR228C)	-278	YOR229W	YOR229W	YOR229W			WTM2			protein_coding
Interval_795	XI	99305	100111	+	0	NA	promoter-TSS (YKL182W)	protein_coding-promoter-TSS (YKL182W)	-963	YKL182W	YKL182W	YKL182W			FAS1			protein_coding
Interval_474	VI	54523	55287	+	0	NA	promoter-TSS (YFL039C)	protein_coding-promoter-TSS (YFL039C)	-209	YFL039C	YFL039C	YFL039C			ACT1			protein_coding
Interval_524	VII	205311	206662	+	0	NA	TTS (tL(CAA)G1)	tRNA-TTS (tL(CAA)G1)	465	tL(CAA)G1	tL(CAA)G1	tL(CAA)G1			tL(CAA)G1			tRNA
