PeakID (cmd=annotatePeaks.pl consensus_peaks.bed genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Interval_1479	XIV	65165	65531	+	0	NA	promoter-TSS (YNL300W)	protein_coding-promoter-TSS (YNL300W)	-396	YNL300W	YNL300W	YNL300W			TOS6			protein_coding
Interval_1094	XI	154566	154815	+	0	NA	promoter-TSS (YKL157W)	protein_coding-promoter-TSS (YKL157W)	-239	YKL159C	YKL159C	YKL159C			RCN1			protein_coding
Interval_1872	XVI	751982	752334	+	0	NA	promoter-TSS (YPR112C)	protein_coding-promoter-TSS (YPR112C)	-99	YPR113W	YPR113W	YPR113W			PIS1			protein_coding
Interval_504	IX	232376	232934	+	0	NA	promoter-TSS (YIL068W-A)	protein_coding-promoter-TSS (YIL068W-A)	-286	YIL069C	YIL069C	YIL069C			RPS24B			protein_coding
Interval_306	IV	538818	539685	+	0	NA	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-552	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
Interval_870	VIII	65746	66468	+	0	NA	promoter-TSS (YHL021C)	protein_coding-promoter-TSS (YHL021C)	-248	YHL021C	YHL021C	YHL021C			AIM17			protein_coding
Interval_1035	X	555036	555817	+	0	NA	promoter-TSS (YJR062C)	protein_coding-promoter-TSS (YJR062C)	231	YJR063W	YJR063W	YJR063W			RPA12			protein_coding
Interval_408	IV	1175733	1176008	+	0	NA	promoter-TSS (tM(CAU)D)	tRNA-promoter-TSS (tM(CAU)D)	41	tM(CAU)D	tM(CAU)D	tM(CAU)D			EMT1			tRNA
Interval_1215	XII	332267	332466	+	0	NA	promoter-TSS (YLR095C)	protein_coding-promoter-TSS (YLR095C)	-224	YLR096W	YLR096W	YLR096W			KIN2			protein_coding
Interval_1185	XII	83464	84623	+	0	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-761	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
Interval_1276	XII	728141	728810	+	0	NA	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-472	YLR299C-A	YLR299C-A	YLR299C-A			YLR299C-A			protein_coding
Interval_1788	XVI	202700	203250	+	0	NA	promoter-TSS (YPL181W)	protein_coding-promoter-TSS (YPL181W)	-439	YPL183C	YPL183C	YPL183C			RTT10			protein_coding
Interval_677	VI	223881	224128	+	0	NA	promoter-TSS (YFR032C-A)	protein_coding-promoter-TSS (YFR032C-A)	-31	YFR032C-B	YFR032C-B	YFR032C-B			YFR032C-B			protein_coding
Interval_794	VII	706829	707204	+	0	NA	promoter-TSS (YGR109C)	protein_coding-promoter-TSS (YGR109C)	163	tC(GCA)G	tC(GCA)G	tC(GCA)G			tC(GCA)G			tRNA
Interval_547	V	18852	19210	+	0	NA	promoter-TSS (YEL070W)	protein_coding-promoter-TSS (YEL070W)	-558	YEL070W	YEL070W	YEL070W			DSF1			protein_coding
Interval_673	VI	206236	207674	+	0	NA	promoter-TSS (YFR026C)	protein_coding-promoter-TSS (YFR026C)	-497	YFR027W	YFR027W	YFR027W			ECO1			protein_coding
Interval_1585	XIV	736044	736906	+	0	NA	promoter-TSS (YNR059W)	protein_coding-promoter-TSS (YNR059W)	-328	YNR059W	YNR059W	YNR059W			MNT4			protein_coding
Interval_1214	XII	328760	329696	+	0	NA	promoter-TSS (YLR094C)	protein_coding-promoter-TSS (YLR094C)	10	YLR094C	YLR094C	YLR094C			GIS3			protein_coding
Interval_1679	XV	584123	584385	+	0	NA	promoter-TSS (YOR137C)	protein_coding-promoter-TSS (YOR137C)	-573	YOR137C	YOR137C	YOR137C			SIA1			protein_coding
Interval_1374	XIII	330379	330910	+	0	NA	promoter-TSS (YMR029C)	protein_coding-promoter-TSS (YMR029C)	-149	YMR030W	YMR030W	YMR030W			RSF1			protein_coding
Interval_1563	XIV	586376	587820	+	0	NA	promoter-TSS (YNL024C-A)	protein_coding-promoter-TSS (YNL024C-A)	-278	YNL024C-A	YNL024C-A	YNL024C-A			KSH1			protein_coding
Interval_1544	XIV	490968	491566	+	0	NA	promoter-TSS (YNL071W)	protein_coding-promoter-TSS (YNL071W)	-256	YNL071W	YNL071W	YNL071W			LAT1			protein_coding
Interval_20	I	119672	119871	+	0	NA	promoter-TSS (YAL017W)	protein_coding-promoter-TSS (YAL017W)	-230	YAL018C	YAL018C	YAL018C			LDS1			protein_coding
Interval_1852	XVI	641145	641893	+	0	NA	promoter-TSS (YPR035W)	protein_coding-promoter-TSS (YPR035W)	-689	YPR035W	YPR035W	YPR035W			GLN1			protein_coding
Interval_770	VII	547086	547767	+	0	NA	promoter-TSS (YGR031C-A)	protein_coding-promoter-TSS (YGR031C-A)	-126	YGR031C-A	YGR031C-A	YGR031C-A			NAG1			protein_coding
Interval_1695	XV	678878	679290	+	0	NA	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	212	YOR183W	YOR183W	YOR183W			FYV12			protein_coding
Interval_289	IV	442236	443073	+	0	NA	promoter-TSS (YDL004W)	protein_coding-promoter-TSS (YDL004W)	-345	YDL005C	YDL005C	YDL005C			MED2			protein_coding
Interval_680	VI	247662	248465	+	0	NA	promoter-TSS (YFR049W)	protein_coding-promoter-TSS (YFR049W)	-460	YFR049W	YFR049W	YFR049W			YMR31			protein_coding
Interval_1718	XV	842068	842721	+	0	NA	promoter-TSS (YOR277C)	protein_coding-promoter-TSS (YOR277C)	-9	snR5	snR5	snR5			snR5			snoRNA
Interval_442	IV	1350034	1350287	+	0	NA	promoter-TSS (YDR443C)	protein_coding-promoter-TSS (YDR443C)	-130	YDR444W	YDR444W	YDR444W			YDR444W			protein_coding
Interval_80	II	292034	292545	+	0	NA	promoter-TSS (YBR025C)	protein_coding-promoter-TSS (YBR025C)	-424	YBR025C	YBR025C	YBR025C			OLA1			protein_coding
Interval_1841	XVI	581438	582201	+	0	NA	promoter-TSS (YPR010C)	protein_coding-promoter-TSS (YPR010C)	-243	tK(CUU)P	tK(CUU)P	tK(CUU)P			tK(CUU)P			tRNA
Interval_1273	XII	710445	710956	+	0	NA	promoter-TSS (YLR286C)	protein_coding-promoter-TSS (YLR286C)	-564	YLR286C	YLR286C	YLR286C			CTS1			protein_coding
Interval_1766	XVI	82086	82303	+	0	NA	TTS (YPL247C)	protein_coding-TTS (YPL247C)	162	YPL248C	YPL248C	YPL248C			GAL4			protein_coding
Interval_833	VII	930912	931241	+	0	NA	promoter-TSS (tG(GCC)G2)	tRNA-promoter-TSS (tG(GCC)G2)	-53	tG(GCC)G2	tG(GCC)G2	tG(GCC)G2			tG(GCC)G2			tRNA
Interval_39	II	36133	36815	+	0	NA	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	76	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
Interval_1835	XVI	519830	520708	+	0	NA	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-36	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
Interval_589	V	259956	260374	+	0	NA	promoter-TSS (YER053C)	protein_coding-promoter-TSS (YER053C)	-526	YER053C	YER053C	YER053C			PIC2			protein_coding
Interval_1172	XII	5529	5971	+	0	NA	promoter-TSS (YLL066W-A)	protein_coding-promoter-TSS (YLL066W-A)	145	YLL066W-B	YLL066W-B	YLL066W-B			YLL066W-B			protein_coding
Interval_705	VII	123418	124573	+	0	NA	promoter-TSS (YGL197W)	protein_coding-promoter-TSS (YGL197W)	47	YGL199C	YGL199C	YGL199C			YGL199C			protein_coding
Interval_1822	XVI	444261	444539	+	0	NA	promoter-TSS (YPL059W)	protein_coding-promoter-TSS (YPL059W)	-179	YPL059W	YPL059W	YPL059W			GRX5			protein_coding
Interval_441	IV	1345257	1346065	+	0	NA	promoter-TSS (YDR441C)	protein_coding-promoter-TSS (YDR441C)	14	YDR442W	YDR442W	YDR442W			YDR442W			protein_coding
Interval_1480	XIV	68466	68889	+	0	NA	promoter-TSS (YNL298W)	protein_coding-promoter-TSS (YNL298W)	-238	YNL298W	YNL298W	YNL298W			CLA4			protein_coding
Interval_1294	XII	841055	841331	+	0	NA	promoter-TSS (YLR357W)	protein_coding-promoter-TSS (YLR357W)	-138	YLR357W	YLR357W	YLR357W			RSC2			protein_coding
Interval_151	II	702132	702834	+	0	NA	promoter-TSS (YBR240C)	protein_coding-promoter-TSS (YBR240C)	-641	YBR240C	YBR240C	YBR240C			THI2			protein_coding
Interval_270	IV	321562	322212	+	0	NA	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-335	YDL076C	YDL076C	YDL076C			RXT3			protein_coding
Interval_853	VII	1061612	1062082	+	0	NA	promoter-TSS (YGR284C)	protein_coding-promoter-TSS (YGR284C)	-257	YGR284C	YGR284C	YGR284C			ERV29			protein_coding
Interval_1407	XIII	545650	545975	+	0	NA	promoter-TSS (YMR137C)	protein_coding-promoter-TSS (YMR137C)	-313	YMR139W	YMR139W	YMR139W			RIM11			protein_coding
Interval_935	VIII	466942	467206	+	0	NA	promoter-TSS (YHR180C-B)	protein_coding-promoter-TSS (YHR180C-B)	-12	YHR180C-B	YHR180C-B	YHR180C-B			YHR180C-B			protein_coding
Interval_789	VII	667827	668026	+	0	NA	promoter-TSS (YGR092W)	protein_coding-promoter-TSS (YGR092W)	-263	YGR092W	YGR092W	YGR092W			DBF2			protein_coding
Interval_571	V	149951	150195	+	0	NA	promoter-TSS (YEL002C)	protein_coding-promoter-TSS (YEL002C)	-59	YEL002C	YEL002C	YEL002C			WBP1			protein_coding
Interval_1721	XV	877756	878286	+	0	NA	promoter-TSS (YOR298C-A)	protein_coding-promoter-TSS (YOR298C-A)	-336	YOR298C-A	YOR298C-A	YOR298C-A			MBF1			protein_coding
Interval_731	VII	307224	307424	+	0	NA	promoter-TSS (YGL105W)	protein_coding-promoter-TSS (YGL105W)	-113	YGL105W	YGL105W	YGL105W			ARC1			protein_coding
Interval_765	VII	528374	528987	+	0	NA	promoter-TSS (YGR023W)	protein_coding-promoter-TSS (YGR023W)	-584	YGR023W	YGR023W	YGR023W			MTL1			protein_coding
Interval_1047	X	609001	609354	+	0	NA	promoter-TSS (YJR095W)	protein_coding-promoter-TSS (YJR095W)	-596	YJR095W	YJR095W	YJR095W			SFC1			protein_coding
Interval_1305	XII	924553	925081	+	0	NA	promoter-TSS (YLR401C)	protein_coding-promoter-TSS (YLR401C)	-72	YLR402W	YLR402W	YLR402W			YLR402W			protein_coding
Interval_1006	X	391024	392259	+	0	NA	promoter-TSS (YJL026W)	protein_coding-promoter-TSS (YJL026W)	330	YJL028W	YJL028W	YJL028W			YJL028W			protein_coding
Interval_192	III	163263	164418	+	0	NA	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	16	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
Interval_1787	XVI	198582	198890	+	0	NA	promoter-TSS (YPL183W-A)	protein_coding-promoter-TSS (YPL183W-A)	-359	YPL183W-A	YPL183W-A	YPL183W-A			RTC6			protein_coding
Interval_114	II	461809	462087	+	0	NA	promoter-TSS (YBR111C)	protein_coding-promoter-TSS (YBR111C)	-75	YBR111C	YBR111C	YBR111C			YSA1			protein_coding
Interval_1167	XI	625610	626444	+	0	NA	promoter-TSS (YKR096W)	protein_coding-promoter-TSS (YKR096W)	163	YKR095W-A	YKR095W-A	YKR095W-A			PCC1			protein_coding
Interval_1013	X	414842	415175	+	0	NA	promoter-TSS (YJL011C)	protein_coding-promoter-TSS (YJL011C)	42	tK(CUU)J	tK(CUU)J	tK(CUU)J			tK(CUU)J			tRNA
Interval_1833	XVI	502315	503333	+	0	NA	promoter-TSS (YPL024W)	protein_coding-promoter-TSS (YPL024W)	206	YPL025C	YPL025C	YPL025C			YPL025C			protein_coding
Interval_148	II	680022	681135	+	0	NA	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	216	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
Interval_1188	XII	97107	97796	+	0	NA	promoter-TSS (YLL024C)	protein_coding-promoter-TSS (YLL024C)	34	YLL024C	YLL024C	YLL024C			SSA2			protein_coding
Interval_63	II	197277	197559	+	0	NA	promoter-TSS (tI(AAU)B)	tRNA-promoter-TSS (tI(AAU)B)	-76	tI(AAU)B	tI(AAU)B	tI(AAU)B			tI(AAU)B			tRNA
Interval_361	IV	914525	915829	+	0	NA	promoter-TSS (YDR224C)	protein_coding-promoter-TSS (YDR224C)	-353	YDR225W	YDR225W	YDR225W			HTA1			protein_coding
Interval_1091	XI	142964	143597	+	0	NA	promoter-TSS (YKL164C)	protein_coding-promoter-TSS (YKL164C)	-461	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
Interval_1547	XIV	500404	500903	+	0	NA	promoter-TSS (YNL066W)	protein_coding-promoter-TSS (YNL066W)	-862	YNL066W	YNL066W	YNL066W			SUN4			protein_coding
Interval_41	II	46812	47462	+	0	NA	promoter-TSS (YBL091C-A)	protein_coding-promoter-TSS (YBL091C-A)	43	YBL091C-A	YBL091C-A	YBL091C-A			SCS22			protein_coding
Interval_1124	XI	326997	328473	+	0	NA	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-248	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
Interval_635	V	517539	517862	+	0	NA	promoter-TSS (YER167W)	protein_coding-promoter-TSS (YER167W)	-516	YER167W	YER167W	YER167W			BCK2			protein_coding
Interval_1176	XII	29440	29906	+	0	NA	promoter-TSS (YLL055W)	protein_coding-promoter-TSS (YLL055W)	-436	YLL055W	YLL055W	YLL055W			YCT1			protein_coding
Interval_1065	X	745027	745739	+	0	NA	promoter-TSS (YJR162C)	protein_coding-promoter-TSS (YJR162C)	-122	YJR162C	YJR162C	YJR162C			YJR162C			protein_coding
Interval_996	X	332900	333188	+	0	NA	promoter-TSS (YJL055W)	protein_coding-promoter-TSS (YJL055W)	29	YJL056C	YJL056C	YJL056C			ZAP1			protein_coding
Interval_1488	XIV	110238	110825	+	0	NA	promoter-TSS (YNL279W)	protein_coding-promoter-TSS (YNL279W)	-120	YNL280C	YNL280C	YNL280C			ERG24			protein_coding
Interval_769	VII	544549	544966	+	0	NA	promoter-TSS (snR46)	snoRNA-promoter-TSS (snR46)	-109	tD(GUC)G2	tD(GUC)G2	tD(GUC)G2			tD(GUC)G2			tRNA
Interval_965	X	115623	116585	+	0	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	-94	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
Interval_1746	XV	1036570	1036769	+	0	NA	promoter-TSS (YOR372C)	protein_coding-promoter-TSS (YOR372C)	-165	YOR373W	YOR373W	YOR373W			NUD1			protein_coding
Interval_1160	XI	571022	571421	+	0	NA	promoter-TSS (YKR068C)	protein_coding-promoter-TSS (YKR068C)	-312	YKR068C	YKR068C	YKR068C			BET3			protein_coding
Interval_1837	XVI	534629	534915	+	0	NA	promoter-TSS (YPL010W)	protein_coding-promoter-TSS (YPL010W)	-69	YPL011C	YPL011C	YPL011C			TAF3			protein_coding
Interval_997	X	337272	338116	+	0	NA	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	309	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
Interval_149	II	681784	682291	+	0	NA	promoter-TSS (LSR1)	snRNA-promoter-TSS (LSR1)	-175	LSR1	LSR1	LSR1			LSR1			snRNA
Interval_60	II	186468	186806	+	0	NA	promoter-TSS (YBL018C)	protein_coding-promoter-TSS (YBL018C)	-163	YBL018C	YBL018C	YBL018C			POP8			protein_coding
Interval_385	IV	1055757	1056394	+	0	NA	promoter-TSS (YDR297W)	protein_coding-promoter-TSS (YDR297W)	-476	YDR297W	YDR297W	YDR297W			SUR2			protein_coding
Interval_1622	XV	218724	219147	+	0	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-276	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
Interval_1541	XIV	478102	480052	+	0	NA	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	88	YNL079C	YNL079C	YNL079C			TPM1			protein_coding
Interval_1010	X	404711	405292	+	0	NA	promoter-TSS (YJL016W)	protein_coding-promoter-TSS (YJL016W)	-587	YJL016W	YJL016W	YJL016W			YJL016W			protein_coding
Interval_1573	XIV	651864	652434	+	0	NA	promoter-TSS (YNR013C)	protein_coding-promoter-TSS (YNR013C)	-316	YNR014W	YNR014W	YNR014W			YNR014W			protein_coding
Interval_781	VII	617669	618364	+	0	NA	promoter-TSS (YGR062C)	protein_coding-promoter-TSS (YGR062C)	-192	YGR063C	YGR063C	YGR063C			SPT4			protein_coding
Interval_113	II	458475	458742	+	0	NA	promoter-TSS (YBR109C)	protein_coding-promoter-TSS (YBR109C)	0	YBR109W-A	YBR109W-A	YBR109W-A			YBR109W-A			protein_coding
Interval_468	IV	1506853	1507856	+	0	NA	promoter-TSS (YDR535C)	protein_coding-promoter-TSS (YDR535C)	8	YDR535C	YDR535C	YDR535C			YDR535C			protein_coding
Interval_1631	XV	273713	274893	+	0	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	50	YOL026C	YOL026C	YOL026C			MIM1			protein_coding
Interval_1520	XIV	342096	342307	+	0	NA	promoter-TSS (YNL155W)	protein_coding-promoter-TSS (YNL155W)	-233	YNL156C	YNL156C	YNL156C			NSG2			protein_coding
Interval_1000	X	355387	355919	+	0	NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	197	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
Interval_1072	XI	47996	48388	+	0	NA	promoter-TSS (YKL207W)	protein_coding-promoter-TSS (YKL207W)	-2	YKL207W	YKL207W	YKL207W			EMC3			protein_coding
Interval_1764	XVI	74864	75606	+	0	NA	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-467	YPL250W-A	YPL250W-A	YPL250W-A			YPL250W-A			protein_coding
Interval_1674	XV	550772	550981	+	0	NA	promoter-TSS (YOR119C)	protein_coding-promoter-TSS (YOR119C)	-238	YOR120W	YOR120W	YOR120W			GCY1			protein_coding
Interval_1801	XVI	292362	292573	+	0	NA	promoter-TSS (YPL138C)	protein_coding-promoter-TSS (YPL138C)	-40	YPL138C	YPL138C	YPL138C			SPP1			protein_coding
Interval_299	IV	504801	505110	+	0	NA	promoter-TSS (YDR032C)	protein_coding-promoter-TSS (YDR032C)	-260	YDR032C	YDR032C	YDR032C			PST2			protein_coding
Interval_914	VIII	332165	333318	+	0	NA	promoter-TSS (YHR111W)	protein_coding-promoter-TSS (YHR111W)	-331	YHR111W	YHR111W	YHR111W			UBA4			protein_coding
Interval_158	II	735944	736158	+	0	NA	promoter-TSS (YBR261C)	protein_coding-promoter-TSS (YBR261C)	-11	YBR262C	YBR262C	YBR262C			MIC12			protein_coding
Interval_1100	XI	178138	178419	+	0	NA	promoter-TSS (YKL142W)	protein_coding-promoter-TSS (YKL142W)	-237	YKL142W	YKL142W	YKL142W			MRP8			protein_coding
Interval_703	VII	115024	115866	+	0	NA	promoter-TSS (YGL202W)	protein_coding-promoter-TSS (YGL202W)	-43	tK(UUU)G1	tK(UUU)G1	tK(UUU)G1			tK(UUU)G1			tRNA
Interval_1774	XVI	114226	115117	+	0	NA	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-641	YPL230W	YPL230W	YPL230W			USV1			protein_coding
Interval_1691	XV	661847	662273	+	0	NA	promoter-TSS (YOR175C)	protein_coding-promoter-TSS (YOR175C)	-341	YOR176W	YOR176W	YOR176W			HEM15			protein_coding
Interval_1321	XII	1071478	1071936	+	0	NA	promoter-TSS (YLR466C-A)	protein_coding-promoter-TSS (YLR466C-A)	3	YLR466C-B	YLR466C-B	YLR466C-B			YLR466C-B			protein_coding
Interval_804	VII	779637	780761	+	0	NA	promoter-TSS (YGR144W)	protein_coding-promoter-TSS (YGR144W)	-200	YGR144W	YGR144W	YGR144W			THI4			protein_coding
Interval_1459	XIII	880417	880989	+	0	NA	promoter-TSS (YMR305C)	protein_coding-promoter-TSS (YMR305C)	-456	YMR306W	YMR306W	YMR306W			FKS3			protein_coding
Interval_1223	XII	399287	399765	+	0	NA	promoter-TSS (YLR129W)	protein_coding-promoter-TSS (YLR129W)	-131	YLR129W	YLR129W	YLR129W			DIP2			protein_coding
Interval_278	IV	385823	387105	+	0	NA	promoter-TSS (YDL037C)	protein_coding-promoter-TSS (YDL037C)	-877	YDL037C	YDL037C	YDL037C			BSC1			protein_coding
Interval_24	I	143477	143677	+	0	NA	promoter-TSS (YAL002W)	protein_coding-promoter-TSS (YAL002W)	-130	YAL002W	YAL002W	YAL002W			VPS8			protein_coding
Interval_1297	XII	855802	856001	+	0	NA	promoter-TSS (YLR364C-A)	protein_coding-promoter-TSS (YLR364C-A)	-256	YLR364C-A	YLR364C-A	YLR364C-A			YLR364C-A			protein_coding
Interval_1053	X	638597	639965	+	0	NA	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-306	YJR113C	YJR113C	YJR113C			RSM7			protein_coding
Interval_930	VIII	436912	437389	+	0	NA	promoter-TSS (YHR165C)	protein_coding-promoter-TSS (YHR165C)	-202	YHR165C	YHR165C	YHR165C			PRP8			protein_coding
Interval_1113	XI	258395	259009	+	0	NA	promoter-TSS (YKL096W-A)	protein_coding-promoter-TSS (YKL096W-A)	211	YKL097C	YKL097C	YKL097C			YKL097C			protein_coding
Interval_480	IX	93311	93649	+	0	NA	promoter-TSS (YIL136W)	protein_coding-promoter-TSS (YIL136W)	-139	YIL136W	YIL136W	YIL136W			OM45			protein_coding
Interval_1326	XIII	29246	30398	+	0	NA	promoter-TSS (YML119W)	protein_coding-promoter-TSS (YML119W)	-15	YML120C	YML120C	YML120C			NDI1			protein_coding
Interval_1542	XIV	480655	481188	+	0	NA	promoter-TSS (YNL077W)	protein_coding-promoter-TSS (YNL077W)	-470	YNL077W	YNL077W	YNL077W			APJ1			protein_coding
Interval_1798	XVI	280036	280498	+	0	NA	promoter-TSS (YPL144W)	protein_coding-promoter-TSS (YPL144W)	-213	YPL144W	YPL144W	YPL144W			POC4			protein_coding
Interval_995	X	316146	316868	+	0	NA	promoter-TSS (YJL062W)	protein_coding-promoter-TSS (YJL062W)	-32	YJL063C	YJL063C	YJL063C			MRPL8			protein_coding
Interval_1033	X	545099	545753	+	0	NA	promoter-TSS (YJR058C)	protein_coding-promoter-TSS (YJR058C)	-251	YJR058C	YJR058C	YJR058C			APS2			protein_coding
Interval_413	IV	1194938	1195420	+	0	NA	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-295	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
Interval_178	III	77646	79035	+	0	NA	promoter-TSS (YCL024W)	protein_coding-promoter-TSS (YCL024W)	-421	YCL025C	YCL025C	YCL025C			AGP1			protein_coding
Interval_838	VII	953606	953929	+	0	NA	promoter-TSS (YGR231C)	protein_coding-promoter-TSS (YGR231C)	-193	YGR232W	YGR232W	YGR232W			NAS6			protein_coding
Interval_1875	XVI	770622	771116	+	0	NA	promoter-TSS (YPR119W)	protein_coding-promoter-TSS (YPR119W)	-784	YPR119W	YPR119W	YPR119W			CLB2			protein_coding
Interval_1769	XVI	96283	97259	+	0	NA	promoter-TSS (YPL241C)	protein_coding-promoter-TSS (YPL241C)	-513	YPL241C	YPL241C	YPL241C			CIN2			protein_coding
Interval_1131	XI	385075	385630	+	0	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-406	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
Interval_1402	XIII	500818	501036	+	0	NA	promoter-TSS (YMR116C)	protein_coding-promoter-TSS (YMR116C)	-239	YMR116C	YMR116C	YMR116C			ASC1			protein_coding
Interval_1551	XIV	518683	519208	+	0	NA	promoter-TSS (YNL054W-A)	protein_coding-promoter-TSS (YNL054W-A)	-100	YNL055C	YNL055C	YNL055C			POR1			protein_coding
Interval_739	VII	347341	347670	+	0	NA	promoter-TSS (YGL087C)	protein_coding-promoter-TSS (YGL087C)	386	YGL086W	YGL086W	YGL086W			MAD1			protein_coding
Interval_329	IV	652229	652674	+	0	NA	Intergenic	Intergenic	-1156	YDR099W	YDR099W	YDR099W			BMH2			protein_coding
Interval_1138	XI	431285	431850	+	0	NA	promoter-TSS (YKL006C-A)	protein_coding-promoter-TSS (YKL006C-A)	-339	YKL006W	YKL006W	YKL006W			RPL14A			protein_coding
Interval_21	I	132139	132327	+	0	NA	promoter-TSS (YAL011W)	protein_coding-promoter-TSS (YAL011W)	34	YAL011W	YAL011W	YAL011W			SWC3			protein_coding
Interval_96	II	373669	374416	+	0	NA	exon (YBR068C, exon 1 of 1)	protein_coding-exon (YBR068C, exon 1 of 1)	-1307	YBR067C	YBR067C	YBR067C			TIP1			protein_coding
Interval_1432	XIII	701177	701376	+	0	NA	promoter-TSS (YMR216C)	protein_coding-promoter-TSS (YMR216C)	-237	YMR216C	YMR216C	YMR216C			SKY1			protein_coding
Interval_1019	X	454793	456013	+	0	NA	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-722	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
Interval_374	IV	998470	998738	+	0	NA	promoter-TSS (YDR264C)	protein_coding-promoter-TSS (YDR264C)	-260	YDR265W	YDR265W	YDR265W			PEX10			protein_coding
Interval_669	VI	176559	177141	+	0	NA	promoter-TSS (YFR015C)	protein_coding-promoter-TSS (YFR015C)	-459	YFR015C	YFR015C	YFR015C			GSY1			protein_coding
Interval_1127	XI	361982	362524	+	0	NA	promoter-TSS (YKL039W)	protein_coding-promoter-TSS (YKL039W)	-369	YKL039W	YKL039W	YKL039W			PTM1			protein_coding
Interval_814	VII	823455	823893	+	0	NA	promoter-TSS (YGR161C-C)	protein_coding-promoter-TSS (YGR161C-C)	192	tV(AAC)G2	tV(AAC)G2	tV(AAC)G2			tV(AAC)G2			tRNA
Interval_1396	XIII	463115	463677	+	0	NA	promoter-TSS (YMR098C)	protein_coding-promoter-TSS (YMR098C)	-158	tD(GUC)M	tD(GUC)M	tD(GUC)M			tD(GUC)M			tRNA
Interval_1316	XII	1028058	1028899	+	0	NA	promoter-TSS (YLR447C)	protein_coding-promoter-TSS (YLR447C)	-376	YLR448W	YLR448W	YLR448W			RPL6B			protein_coding
Interval_951	X	30766	31753	+	0	NA	promoter-TSS (YJL213W)	protein_coding-promoter-TSS (YJL213W)	-904	YJL213W	YJL213W	YJL213W			YJL213W			protein_coding
Interval_432	IV	1292717	1293324	+	0	NA	promoter-TSS (YDR410C)	protein_coding-promoter-TSS (YDR410C)	71	YDR410C	YDR410C	YDR410C			STE14			protein_coding
Interval_1270	XII	680451	681028	+	0	NA	promoter-TSS (YLR270W)	protein_coding-promoter-TSS (YLR270W)	-447	YLR270W	YLR270W	YLR270W			DCS1			protein_coding
Interval_321	IV	616173	616780	+	0	NA	promoter-TSS (YDR085C)	protein_coding-promoter-TSS (YDR085C)	-326	YDR085C	YDR085C	YDR085C			AFR1			protein_coding
Interval_813	VII	809515	811235	+	0	NA	promoter-TSS (YGR161C)	protein_coding-promoter-TSS (YGR161C)	148	YGR161W-C	YGR161W-C	YGR161W-C			YGR161W-C			protein_coding
