PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T100_SE_REP1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T100_SE_REP1_peak_685	XIII	68031	68280	+	32	NA	promoter-TSS (YML102W)	protein_coding-promoter-TSS (YML102W)	-139	YML102W	YML102W	YML102W			CAC2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_190	IV	1075255	1075554	+	32	NA	promoter-TSS (YDR306C)	protein_coding-promoter-TSS (YDR306C)	140	tV(CAC)D	tV(CAC)D	tV(CAC)D			tV(CAC)D			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_338	VI	82004	82494	+	32	NA	promoter-TSS (YFL026W)	protein_coding-promoter-TSS (YFL026W)	-331	YFL026W	YFL026W	YFL026W			STE2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_592	XI	518200	519274	+	32	NA	promoter-TSS (YKR040C)	protein_coding-promoter-TSS (YKR040C)	-171	YKR040C	YKR040C	YKR040C			YKR040C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_74	II	642672	642995	+	32	NA	promoter-TSS (YBR208C)	protein_coding-promoter-TSS (YBR208C)	245	tC(GCA)B	tC(GCA)B	tC(GCA)B			tC(GCA)B			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_873	XV	678895	679290	+	32	NA	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	220	YOR183W	YOR183W	YOR183W			FYV12			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_580	XI	382900	383109	+	32	NA	TTS (YKL030W)	protein_coding-TTS (YKL030W)	506	YKL030W	YKL030W	YKL030W			YKL030W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_280	V	152662	152895	+	32	NA	promoter-TSS (YER001W)	protein_coding-promoter-TSS (YER001W)	-742	YER001W	YER001W	YER001W			MNN1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_394	VII	483239	484011	+	32	NA	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	365	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_102	III	228484	228908	+	32	NA	promoter-TSS (YCR064C)	protein_coding-promoter-TSS (YCR064C)	-191	YCR064C	YCR064C	YCR064C			YCR064C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_688	XIII	91708	92081	+	31	NA	promoter-TSS (YML088W)	protein_coding-promoter-TSS (YML088W)	-341	YML088W	YML088W	YML088W			UFO1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_374	VII	277161	277551	+	31	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-261	YGL123W	YGL123W	YGL123W			RPS2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_105	III	246667	246964	+	31	NA	promoter-TSS (YCR073C)	protein_coding-promoter-TSS (YCR073C)	-148	YCR073W-A	YCR073W-A	YCR073W-A			SOL2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_233	IX	102309	102552	+	31	NA	promoter-TSS (YIL130W)	protein_coding-promoter-TSS (YIL130W)	-195	YIL131C	YIL131C	YIL131C			FKH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_111	IV	19942	20466	+	31	NA	promoter-TSS (YDL241W)	protein_coding-promoter-TSS (YDL241W)	-431	YDL241W	YDL241W	YDL241W			YDL241W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_886	XV	842068	842596	+	31	NA	promoter-TSS (YOR277C)	protein_coding-promoter-TSS (YOR277C)	-71	snR5	snR5	snR5			snR5			snoRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_593	XI	533689	533953	+	31	NA	promoter-TSS (YKR052C)	protein_coding-promoter-TSS (YKR052C)	-357	YKR052C	YKR052C	YKR052C			MRS4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_583	XI	408156	408389	+	31	NA	promoter-TSS (YKL015W)	protein_coding-promoter-TSS (YKL015W)	-272	YKL015W	YKL015W	YKL015W			PUT3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_660	XII	796397	796874	+	31	NA	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	443	YLR334C	YLR334C	YLR334C			YLR334C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_58	II	452178	452430	+	31	NA	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-335	YBR105C	YBR105C	YBR105C			VID24			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_400	VII	576464	577004	+	31	NA	promoter-TSS (YGR041W)	protein_coding-promoter-TSS (YGR041W)	-753	YGR041W	YGR041W	YGR041W			BUD9			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_835	XV	218798	219018	+	31	NA	promoter-TSS (YOL058W)	protein_coding-promoter-TSS (YOL058W)	-303	YOL058W	YOL058W	YOL058W			ARG1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_339	VI	90273	91005	+	31	NA	promoter-TSS (YFL023W)	protein_coding-promoter-TSS (YFL023W)	-294	YFL024C	YFL024C	YFL024C			EPL1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_826	XV	83137	83579	+	31	NA	promoter-TSS (YOL125W)	protein_coding-promoter-TSS (YOL125W)	-438	YOL126C	YOL126C	YOL126C			MDH2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_823	XV	69064	69527	+	31	NA	promoter-TSS (YOL136C)	protein_coding-promoter-TSS (YOL136C)	-541	YOL136C	YOL136C	YOL136C			PFK27			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_485	VIII	512153	512398	+	31	NA	promoter-TSS (YHR206W)	protein_coding-promoter-TSS (YHR206W)	-457	YHR206W	YHR206W	YHR206W			SKN7			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_836	XV	228288	228617	+	31	NA	promoter-TSS (YOL054W)	protein_coding-promoter-TSS (YOL054W)	121	tN(GUU)O1	tN(GUU)O1	tN(GUU)O1			tN(GUU)O1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_360	VII	110511	110943	+	31	NA	promoter-TSS (tH(GUG)G1)	tRNA-promoter-TSS (tH(GUG)G1)	-31	tH(GUG)G1	tH(GUG)G1	tH(GUG)G1			tH(GUG)G1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_548	XI	24743	25305	+	30	NA	promoter-TSS (YKL216W)	protein_coding-promoter-TSS (YKL216W)	-191	YKL216W	YKL216W	YKL216W			URA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_771	XIV	137989	138448	+	30	NA	promoter-TSS (YNL268W)	protein_coding-promoter-TSS (YNL268W)	-332	YNL268W	YNL268W	YNL268W			LYP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_148	IV	491153	491495	+	30	NA	promoter-TSS (YDR025W)	protein_coding-promoter-TSS (YDR025W)	-191	YDR025W	YDR025W	YDR025W			RPS11A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_443	VII	1026605	1027205	+	30	NA	promoter-TSS (YGR268C)	protein_coding-promoter-TSS (YGR268C)	-252	YGR268C	YGR268C	YGR268C			HUA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_954	XVI	586030	586522	+	30	NA	promoter-TSS (YPR013C)	protein_coding-promoter-TSS (YPR013C)	-691	YPR013C	YPR013C	YPR013C			CMR3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_325	V	492292	492493	+	30	NA	promoter-TSS (YER159C)	protein_coding-promoter-TSS (YER159C)	32	tR(ACG)E	tR(ACG)E	tR(ACG)E			tR(ACG)E			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_564	XI	216684	217047	+	30	NA	promoter-TSS (YKL120W)	protein_coding-promoter-TSS (YKL120W)	-479	YKL120W	YKL120W	YKL120W			OAC1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_539	X	651355	651761	+	30	NA	promoter-TSS (YJR123W)	protein_coding-promoter-TSS (YJR123W)	-343	YJR123W	YJR123W	YJR123W			RPS5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_624	XII	259675	259986	+	30	NA	promoter-TSS (YLR058C)	protein_coding-promoter-TSS (YLR058C)	-429	YLR058C	YLR058C	YLR058C			SHM2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_506	X	220222	220745	+	30	NA	promoter-TSS (YJL106W)	protein_coding-promoter-TSS (YJL106W)	-467	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_84	II	798757	799285	+	30	NA	promoter-TSS (YBR296C)	protein_coding-promoter-TSS (YBR296C)	-499	YBR296C	YBR296C	YBR296C			PHO89			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_238	IX	177548	177817	+	30	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-1	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_663	XII	827977	828698	+	30	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-393	YLR350W	YLR350W	YLR350W			ORM2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_285	V	211864	212338	+	30	NA	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-225	YER028C	YER028C	YER028C			MIG3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_77	II	668618	668984	+	30	NA	promoter-TSS (YBR222C)	protein_coding-promoter-TSS (YBR222C)	80	YBR223W-A	YBR223W-A	YBR223W-A			YBR223W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_574	XI	327587	328112	+	30	NA	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-362	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_62	II	490470	491063	+	30	NA	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-84	YBR126W-A	YBR126W-A	YBR126W-A			YBR126W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_51	II	378620	379231	+	30	NA	promoter-TSS (YBR069C)	protein_coding-promoter-TSS (YBR069C)	-492	YBR069C	YBR069C	YBR069C			TAT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_461	VIII	143646	143892	+	30	NA	promoter-TSS (YHR019C)	protein_coding-promoter-TSS (YHR019C)	-211	YHR019C	YHR019C	YHR019C			DED81			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_874	XV	683600	683869	+	30	NA	promoter-TSS (YOR186C-A)	protein_coding-promoter-TSS (YOR186C-A)	-196	YOR186C-A	YOR186C-A	YOR186C-A			YOR186C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_290	V	259991	260275	+	30	NA	promoter-TSS (YER053C)	protein_coding-promoter-TSS (YER053C)	-494	YER053C	YER053C	YER053C			PIC2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_931	XVI	302779	303028	+	30	NA	promoter-TSS (YPL131W)	protein_coding-promoter-TSS (YPL131W)	-218	YPL131W	YPL131W	YPL131W			RPL5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_410	VII	677716	677990	+	30	NA	promoter-TSS (YGR097W)	protein_coding-promoter-TSS (YGR097W)	-842	YGR097W	YGR097W	YGR097W			ASK10			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_845	XV	304193	305091	+	30	NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-659	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_858	XV	479834	480188	+	30	NA	promoter-TSS (YOR081C)	protein_coding-promoter-TSS (YOR081C)	-374	YOR082C	YOR082C	YOR082C			YOR082C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_806	XIV	587510	587820	+	30	NA	promoter-TSS (YNL024C-A)	protein_coding-promoter-TSS (YNL024C-A)	182	YNL024C	YNL024C	YNL024C			YNL024C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_216	IV	1434409	1434713	+	30	NA	promoter-TSS (YDR490C)	protein_coding-promoter-TSS (YDR490C)	-293	YDR490C	YDR490C	YDR490C			PKH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_39	II	203090	203522	+	30	NA	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	-232	YBL011W	YBL011W	YBL011W			SCT1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_662	XII	818572	819307	+	30	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	330	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_918	XVI	106805	107031	+	30	NA	promoter-TSS (YPL232W)	protein_coding-promoter-TSS (YPL232W)	-357	YPL232W	YPL232W	YPL232W			SSO1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_287	V	222142	222615	+	29	NA	promoter-TSS (YER035W)	protein_coding-promoter-TSS (YER035W)	-261	YER035W	YER035W	YER035W			EDC2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_752	XIII	872611	872972	+	29	NA	promoter-TSS (YMR302C)	protein_coding-promoter-TSS (YMR302C)	-166	YMR302C	YMR302C	YMR302C			YME2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_766	XIV	68485	68720	+	29	NA	promoter-TSS (YNL298W)	protein_coding-promoter-TSS (YNL298W)	-313	YNL298W	YNL298W	YNL298W			CLA4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_136	IV	330397	331052	+	29	NA	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-277	YDL072C	YDL072C	YDL072C			YET3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_756	XIII	901377	901576	+	29	NA	promoter-TSS (YMR313C)	protein_coding-promoter-TSS (YMR313C)	-169	YMR313C	YMR313C	YMR313C			TGL3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_180	IV	946325	946549	+	29	NA	promoter-TSS (YDR242W)	protein_coding-promoter-TSS (YDR242W)	125	tY(GUA)D	tY(GUA)D	tY(GUA)D			SUP2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_476	VIII	374955	375571	+	29	NA	promoter-TSS (YHR135C)	protein_coding-promoter-TSS (YHR135C)	-163	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_602	XI	608345	608678	+	29	NA	promoter-TSS (YKR089C)	protein_coding-promoter-TSS (YKR089C)	-146	YKR089C	YKR089C	YKR089C			TGL4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_80	II	697418	698008	+	29	NA	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-411	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_361	VII	115348	115841	+	29	NA	promoter-TSS (YGL202W)	protein_coding-promoter-TSS (YGL202W)	106	tK(UUU)G1	tK(UUU)G1	tK(UUU)G1			tK(UUU)G1			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_689	XIII	101426	101786	+	29	NA	promoter-TSS (YML082W)	protein_coding-promoter-TSS (YML082W)	-256	YML082W	YML082W	YML082W			YML082W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_239	IX	197517	197820	+	29	NA	promoter-TSS (tE(CUC)I)	tRNA-promoter-TSS (tE(CUC)I)	76	tE(CUC)I	tE(CUC)I	tE(CUC)I			tE(CUC)I			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_670	XII	897785	898044	+	29	NA	promoter-TSS (YLR387C)	protein_coding-promoter-TSS (YLR387C)	-242	YLR387C	YLR387C	YLR387C			REH1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_393	VII	472510	472721	+	29	NA	promoter-TSS (YGL012W)	protein_coding-promoter-TSS (YGL012W)	-240	YGL012W	YGL012W	YGL012W			ERG4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_27	II	116722	117252	+	29	NA	promoter-TSS (YBL054W)	protein_coding-promoter-TSS (YBL054W)	-158	YBL055C	YBL055C	YBL055C			YBL055C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_911	XVI	55925	56408	+	29	NA	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	108	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_344	VI	157840	158078	+	29	NA	promoter-TSS (tF(GAA)F)	tRNA-promoter-TSS (tF(GAA)F)	48	tF(GAA)F	tF(GAA)F	tF(GAA)F			tF(GAA)F			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_499	X	136309	136594	+	29	NA	promoter-TSS (YJL149W)	protein_coding-promoter-TSS (YJL149W)	277	YJL152W	YJL152W	YJL152W			YJL152W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_144	IV	434149	434402	+	29	NA	promoter-TSS (tT(AGU)D)	tRNA-promoter-TSS (tT(AGU)D)	61	tT(AGU)D	tT(AGU)D	tT(AGU)D			tT(AGU)D			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_907	XVI	22590	22844	+	29	NA	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-221	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_189	IV	1055757	1056394	+	29	NA	promoter-TSS (YDR297W)	protein_coding-promoter-TSS (YDR297W)	-476	YDR297W	YDR297W	YDR297W			SUR2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_865	XV	579840	580095	+	29	NA	promoter-TSS (YOR136W)	protein_coding-promoter-TSS (YOR136W)	-283	YOR136W	YOR136W	YOR136W			IDH2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_735	XIII	627880	628184	+	29	NA	promoter-TSS (YMR183C)	protein_coding-promoter-TSS (YMR183C)	-157	YMR184W	YMR184W	YMR184W			ADD37			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_898	XV	967965	968377	+	29	NA	promoter-TSS (YOR342C)	protein_coding-promoter-TSS (YOR342C)	303	YOR343C	YOR343C	YOR343C			YOR343C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_706	XIII	279827	280159	+	29	NA	promoter-TSS (YMR006C)	protein_coding-promoter-TSS (YMR006C)	33	YMR007W	YMR007W	YMR007W			YMR007W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_937	XVI	340556	340837	+	29	NA	TTS (YPL110C)	protein_coding-TTS (YPL110C)	752	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_242	IX	222563	222870	+	28	NA	promoter-TSS (YIL074C)	protein_coding-promoter-TSS (YIL074C)	-226	YIL074C	YIL074C	YIL074C			SER33			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_964	XVI	699989	700372	+	28	NA	promoter-TSS (YPR080W)	protein_coding-promoter-TSS (YPR080W)	-414	YPR080W	YPR080W	YPR080W			TEF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_197	IV	1194997	1195381	+	28	NA	promoter-TSS (YDR359C)	protein_coding-promoter-TSS (YDR359C)	-305	YDR359C	YDR359C	YDR359C			EAF1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_857	XV	472339	472724	+	28	NA	promoter-TSS (YOR076C)	protein_coding-promoter-TSS (YOR076C)	-194	YOR078W	YOR078W	YOR078W			BUD21			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_177	IV	914525	915402	+	28	NA	promoter-TSS (YDR224C)	protein_coding-promoter-TSS (YDR224C)	-251	YDR224C	YDR224C	YDR224C			HTB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_733	XIII	556743	557354	+	28	NA	promoter-TSS (YMR145C)	protein_coding-promoter-TSS (YMR145C)	-573	YMR145C	YMR145C	YMR145C			NDE1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_526	X	545318	545738	+	28	NA	promoter-TSS (YJR058C)	protein_coding-promoter-TSS (YJR058C)	-259	YJR059W	YJR059W	YJR059W			PTK2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_444	VII	1050177	1050638	+	28	NA	promoter-TSS (YGR279C)	protein_coding-promoter-TSS (YGR279C)	-449	YGR279C	YGR279C	YGR279C			SCW4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_883	XV	825340	826045	+	28	NA	promoter-TSS (YOR267C)	protein_coding-promoter-TSS (YOR267C)	240	YOR268C	YOR268C	YOR268C			YOR268C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_47	II	336943	337228	+	28	NA	promoter-TSS (YBR049C)	protein_coding-promoter-TSS (YBR049C)	-267	YBR049C	YBR049C	YBR049C			REB1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_398	VII	555269	555705	+	28	NA	promoter-TSS (YGR033C)	protein_coding-promoter-TSS (YGR033C)	-325	YGR034W	YGR034W	YGR034W			RPL26B			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_240	IX	210591	210873	+	28	NA	promoter-TSS (tI(AAU)I2)	tRNA-promoter-TSS (tI(AAU)I2)	67	tI(AAU)I2	tI(AAU)I2	tI(AAU)I2			tI(AAU)I2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_6	I	58134	58354	+	28	NA	promoter-TSS (YAL045C)	protein_coding-promoter-TSS (YAL045C)	218	YAL044C	YAL044C	YAL044C			GCV3			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_76	II	662548	662751	+	28	NA	promoter-TSS (YBR218C)	protein_coding-promoter-TSS (YBR218C)	-400	YBR218C	YBR218C	YBR218C			PYC2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_112	IV	42404	42604	+	28	NA	promoter-TSS (YDL230W)	protein_coding-promoter-TSS (YDL230W)	-196	YDL230W	YDL230W	YDL230W			PTP1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_730	XIII	510342	511289	+	28	NA	promoter-TSS (YMR121C)	protein_coding-promoter-TSS (YMR121C)	260	YMR122C	YMR122C	YMR122C			YMR122C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_538	X	646526	647345	+	28	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-191	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_567	XI	230444	231698	+	28	NA	Intergenic	Intergenic	-1156	YKL109W	YKL109W	YKL109W			HAP4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_500	X	150618	150817	+	28	NA	promoter-TSS (YJL140W)	protein_coding-promoter-TSS (YJL140W)	-244	YJL140W	YJL140W	YJL140W			RPB4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_850	XV	391371	391919	+	28	NA	promoter-TSS (YOR032C)	protein_coding-promoter-TSS (YOR032C)	-531	YOR032W-A	YOR032W-A	YOR032W-A			YOR032W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_876	XV	742158	742708	+	28	NA	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-477	YOR212W	YOR212W	YOR212W			STE4			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_395	VII	516182	516716	+	28	NA	promoter-TSS (YGR014W)	protein_coding-promoter-TSS (YGR014W)	-494	YGR014W	YGR014W	YGR014W			MSB2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_921	XVI	132211	132701	+	28	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-341	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_923	XVI	188654	189042	+	28	NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-306	YPL189W	YPL189W	YPL189W			GUP2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_486	VIII	531510	531760	+	28	NA	Intergenic	Intergenic	6243	YHR211W	YHR211W	YHR211W			FLO5			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_28	II	124809	125084	+	28	NA	promoter-TSS (YBL050W)	protein_coding-promoter-TSS (YBL050W)	-179	YBL050W	YBL050W	YBL050W			SEC17			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_949	XVI	481932	482360	+	28	NA	promoter-TSS (YPL036W)	protein_coding-promoter-TSS (YPL036W)	-245	YPL037C	YPL037C	YPL037C			EGD1			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_825	XV	79866	80278	+	28	NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-276	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_803	XIV	569300	570114	+	28	NA	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	-16	YNL035C	YNL035C	YNL035C			YNL035C			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_896	XV	931271	931518	+	28	NA	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-313	YOR327C	YOR327C	YOR327C			SNC2			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_545	X	717938	718176	+	28	NA	TTS (YJR151W-A)	protein_coding-TTS (YJR151W-A)	477	YJR151W-A	YJR151W-A	YJR151W-A			YJR151W-A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_809	XIV	619789	620010	+	27	NA	promoter-TSS (YNL006W)	protein_coding-promoter-TSS (YNL006W)	-168	YNL006W	YNL006W	YNL006W			LST8			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_73	II	628494	628799	+	27	NA	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-522	YBR203W	YBR203W	YBR203W			COS111			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_293	V	270342	270574	+	27	NA	promoter-TSS (YER056C-A)	protein_coding-promoter-TSS (YER056C-A)	-273	YER056C-A	YER056C-A	YER056C-A			RPL34A			protein_coding
OSMOTIC_STRESS_T100_SE_REP1_peak_389	VII	423048	423576	+	27	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	220	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_935	XVI	338796	338995	+	27	NA	promoter-TSS (YPL112C)	protein_coding-promoter-TSS (YPL112C)	24	tM(CAU)P	tM(CAU)P	tM(CAU)P			IMT2			tRNA
OSMOTIC_STRESS_T100_SE_REP1_peak_648	XII	645478	646052	+	27	NA	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	188	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
