PeakID (cmd=annotatePeaks.pl OSMOTIC_STRESS_T0_PE_REP2_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
OSMOTIC_STRESS_T0_PE_REP2_peak_85	IV	234213	234650	+	19	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-496	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_553	XV	443813	444352	+	19	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-551	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_158	IX	384060	384460	+	19	NA	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-141	YIR017C	YIR017C	YIR017C			MET28			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_337	X	531547	531820	+	19	NA	promoter-TSS (YJR052W)	protein_coding-promoter-TSS (YJR052W)	-145	tG(GCC)J2	tG(GCC)J2	tG(GCC)J2			SUF23			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_222	VII	10094	10353	+	19	NA	promoter-TSS (YGL258W)	protein_coding-promoter-TSS (YGL258W)	-887	YGL258W	YGL258W	YGL258W			VEL1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_561	XV	522698	522899	+	19	NA	promoter-TSS (YOR108W)	protein_coding-promoter-TSS (YOR108W)	-229	YOR108W	YOR108W	YOR108W			LEU9			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_338	X	623100	623715	+	19	NA	promoter-TSS (YJR104C)	protein_coding-promoter-TSS (YJR104C)	-174	YJR105W	YJR105W	YJR105W			ADO1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_356	XI	140889	142155	+	19	NA	promoter-TSS (YKL165C)	protein_coding-promoter-TSS (YKL165C)	-433	tE(UUC)K	tE(UUC)K	tE(UUC)K			tE(UUC)K			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_575	XV	832178	832725	+	19	NA	promoter-TSS (YOR271C)	protein_coding-promoter-TSS (YOR271C)	119	snR8	snR8	snR8			snR8			snoRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_126	IV	1242251	1242928	+	19	NA	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-558	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_438	XII	903260	903665	+	19	NA	promoter-TSS (YLR389C)	protein_coding-promoter-TSS (YLR389C)	-262	YLR390W-A	YLR390W-A	YLR390W-A			CCW14			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_305	VIII	375184	375506	+	19	NA	promoter-TSS (YHR136C)	protein_coding-promoter-TSS (YHR136C)	-245	YHR136C	YHR136C	YHR136C			SPL2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_358	XI	146904	147104	+	19	NA	promoter-TSS (YKL162C-A)	protein_coding-promoter-TSS (YKL162C-A)	-930	YKL162C-A	YKL162C-A	YKL162C-A			YKL162C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_513	XIV	479281	479853	+	19	NA	promoter-TSS (YNL078W)	protein_coding-promoter-TSS (YNL078W)	-201	YNL078W	YNL078W	YNL078W			NIS1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_605	XVI	378531	378893	+	19	NA	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-317	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_435	XII	830438	830823	+	19	NA	promoter-TSS (YLR351C)	protein_coding-promoter-TSS (YLR351C)	-266	YLR351C	YLR351C	YLR351C			NIT3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_93	IV	368635	369204	+	19	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-708	YDL048C	YDL048C	YDL048C			STP4			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_548	XV	288314	288728	+	19	NA	promoter-TSS (YOL019W)	protein_coding-promoter-TSS (YOL019W)	101	YOL019W-A	YOL019W-A	YOL019W-A			YOL019W-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_402	XII	233543	234810	+	19	NA	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-95	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_96	IV	461450	461775	+	19	NA	promoter-TSS (YDR006C)	protein_coding-promoter-TSS (YDR006C)	-230	YDR007W	YDR007W	YDR007W			TRP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_13	I	198127	198701	+	19	NA	Intergenic	Intergenic	3373	YAR047C	YAR047C	YAR047C			YAR047C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_528	XIV	707890	708420	+	19	NA	promoter-TSS (YNR047W)	protein_coding-promoter-TSS (YNR047W)	367	YNR046W	YNR046W	YNR046W			TRM112			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_542	XV	167964	168584	+	19	NA	promoter-TSS (YOL082W)	protein_coding-promoter-TSS (YOL082W)	-453	YOL082W	YOL082W	YOL082W			ATG19			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_592	XVI	22131	22717	+	19	NA	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-514	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_432	XII	818755	819136	+	19	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	336	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_244	VII	433106	433698	+	19	NA	promoter-TSS (YGL035C)	protein_coding-promoter-TSS (YGL035C)	177	YGL034C	YGL034C	YGL034C			YGL034C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_231	VII	197180	197952	+	19	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-572	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_120	IV	1059106	1059406	+	19	NA	promoter-TSS (YDR298C)	protein_coding-promoter-TSS (YDR298C)	-371	YDR299W	YDR299W	YDR299W			BFR2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_52	II	564886	565520	+	19	NA	promoter-TSS (YBR162C)	protein_coding-promoter-TSS (YBR162C)	-28	YBR162W-A	YBR162W-A	YBR162W-A			YSY6			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_23	II	101372	101791	+	19	NA	promoter-TSS (YBL063W)	protein_coding-promoter-TSS (YBL063W)	-305	YBL063W	YBL063W	YBL063W			KIP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_428	XII	789952	790242	+	18	NA	promoter-TSS (YLR332W)	protein_coding-promoter-TSS (YLR332W)	-579	YLR332W	YLR332W	YLR332W			MID2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_31	II	221348	221558	+	18	NA	exon (YBL005W-A, exon 1 of 1)	protein_coding-exon (YBL005W-A, exon 1 of 1)	123	YBL005W-A	YBL005W-A	YBL005W-A			YBL005W-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_291	VIII	62475	62781	+	18	NA	promoter-TSS (YHL023C)	protein_coding-promoter-TSS (YHL023C)	-65	YHL023C	YHL023C	YHL023C			NPR3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_461	XIII	225496	225697	+	18	NA	promoter-TSS (YML024W)	protein_coding-promoter-TSS (YML024W)	-231	YML025C	YML025C	YML025C			YML6			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_208	VI	16593	16853	+	18	NA	promoter-TSS (YFL055W)	protein_coding-promoter-TSS (YFL055W)	-281	YFL055W	YFL055W	YFL055W			AGP3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_61	II	798741	799150	+	18	NA	promoter-TSS (YBR296C)	protein_coding-promoter-TSS (YBR296C)	-423	YBR296C	YBR296C	YBR296C			PHO89			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_462	XIII	253141	253639	+	18	NA	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-118	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_298	VIII	190220	190422	+	18	NA	promoter-TSS (YHR041C)	protein_coding-promoter-TSS (YHR041C)	-222	YHR042W	YHR042W	YHR042W			NCP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_489	XIII	867445	867671	+	18	NA	promoter-TSS (YMR300C)	protein_coding-promoter-TSS (YMR300C)	-467	YMR300C	YMR300C	YMR300C			ADE4			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_450	XIII	46651	47217	+	18	NA	promoter-TSS (YML111W)	protein_coding-promoter-TSS (YML111W)	-8	YML111W	YML111W	YML111W			BUL2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_517	XIV	547386	547808	+	18	NA	promoter-TSS (YNL042W)	protein_coding-promoter-TSS (YNL042W)	484	YNL042W-B	YNL042W-B	YNL042W-B			YNL042W-B			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_326	X	256880	257097	+	18	NA	promoter-TSS (YJL092W)	protein_coding-promoter-TSS (YJL092W)	-176	YJL093C	YJL093C	YJL093C			TOK1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_559	XV	514573	514904	+	18	NA	promoter-TSS (YOR100C)	protein_coding-promoter-TSS (YOR100C)	-460	YOR100C	YOR100C	YOR100C			CRC1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_86	IV	239683	240069	+	18	NA	promoter-TSS (YDL124W)	protein_coding-promoter-TSS (YDL124W)	-270	YDL125C	YDL125C	YDL125C			HNT1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_195	V	408804	409535	+	18	NA	promoter-TSS (YER124C)	protein_coding-promoter-TSS (YER124C)	-106	YER124C	YER124C	YER124C			DSE1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_488	XIII	861340	861747	+	18	NA	promoter-TSS (YMR296C)	protein_coding-promoter-TSS (YMR296C)	-379	YMR297W	YMR297W	YMR297W			PRC1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_58	II	680145	681135	+	18	NA	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	278	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_420	XII	645505	645965	+	18	NA	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	218	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_117	IV	1011501	1012157	+	18	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	131	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_427	XII	784370	784582	+	18	NA	promoter-TSS (YLR328W)	protein_coding-promoter-TSS (YLR328W)	122	tS(GCU)L	tS(GCU)L	tS(GCU)L			tS(GCU)L			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_601	XVI	174409	174876	+	18	NA	promoter-TSS (YPL196W)	protein_coding-promoter-TSS (YPL196W)	114	YPL197C	YPL197C	YPL197C			YPL197C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_585	XV	965883	966321	+	18	NA	TTS (YOR341W)	protein_coding-TTS (YOR341W)	1523	YOR342C	YOR342C	YOR342C			YOR342C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_543	XV	170151	170801	+	18	NA	promoter-TSS (YOL081W)	protein_coding-promoter-TSS (YOL081W)	-594	YOL081W	YOL081W	YOL081W			IRA2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_600	XVI	132270	132514	+	18	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-277	YPL222C-A	YPL222C-A	YPL222C-A			YPL222C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_371	XI	326997	328212	+	18	NA	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-117	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_630	XVI	840167	840962	+	18	NA	promoter-TSS (YPR156C)	protein_coding-promoter-TSS (YPR156C)	-702	YPR157W	YPR157W	YPR157W			TDA6			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_219	VI	251975	252329	+	18	NA	promoter-TSS (YFR051C)	protein_coding-promoter-TSS (YFR051C)	-349	YFR051C	YFR051C	YFR051C			RET2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_491	XIII	904195	904683	+	18	NA	promoter-TSS (YMR316W)	protein_coding-promoter-TSS (YMR316W)	153	YMR315W-A	YMR315W-A	YMR315W-A			YMR315W-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_376	XI	385232	385620	+	18	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-332	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_315	X	82616	83336	+	18	NA	promoter-TSS (YJL184W)	protein_coding-promoter-TSS (YJL184W)	0	YJL185C	YJL185C	YJL185C			ATG36			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_598	XVI	114226	114770	+	18	NA	promoter-TSS (YPL230W)	protein_coding-promoter-TSS (YPL230W)	-814	YPL230W	YPL230W	YPL230W			USV1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_352	XI	93461	93848	+	18	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-356	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_27	II	159762	159960	+	18	NA	promoter-TSS (YBL032W)	protein_coding-promoter-TSS (YBL032W)	-168	YBL033C	YBL033C	YBL033C			RIB1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_187	V	311622	312185	+	18	NA	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	192	tA(UGC)E	tA(UGC)E	tA(UGC)E			tA(UGC)E			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_138	IV	1489672	1490947	+	18	NA	promoter-TSS (YDR524C-A)	protein_coding-promoter-TSS (YDR524C-A)	-287	YDR525W-A	YDR525W-A	YDR525W-A			SNA2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_180	V	241980	242957	+	18	NA	promoter-TSS (YER045C)	protein_coding-promoter-TSS (YER045C)	-712	YER046W	YER046W	YER046W			SPO73			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_396	XII	92562	92921	+	18	NA	TTS (tP(UGG)L)	tRNA-TTS (tP(UGG)L)	193	tP(UGG)L	tP(UGG)L	tP(UGG)L			tP(UGG)L			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_537	XV	93212	93426	+	17	NA	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-469	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_404	XII	259589	259838	+	17	NA	promoter-TSS (YLR058C)	protein_coding-promoter-TSS (YLR058C)	-312	YLR058C	YLR058C	YLR058C			SHM2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_238	VII	366077	366363	+	17	NA	promoter-TSS (YGL076C)	protein_coding-promoter-TSS (YGL076C)	-224	YGL076C	YGL076C	YGL076C			RPL7A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_581	XV	903814	904406	+	17	NA	promoter-TSS (YOR314W-A)	protein_coding-promoter-TSS (YOR314W-A)	-348	YOR314W-A	YOR314W-A	YOR314W-A			YOR314W-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_614	XVI	586025	586515	+	17	NA	promoter-TSS (YPR013C)	protein_coding-promoter-TSS (YPR013C)	-685	YPR013C	YPR013C	YPR013C			CMR3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_487	XIII	851805	852243	+	17	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-433	YMR290C	YMR290C	YMR290C			HAS1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_91	IV	341301	341517	+	17	NA	promoter-TSS (YDL060W)	protein_coding-promoter-TSS (YDL060W)	-210	YDL060W	YDL060W	YDL060W			TSR1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_248	VII	534917	535452	+	17	NA	promoter-TSS (YGR027C)	protein_coding-promoter-TSS (YGR027C)	-726	YGR027C	YGR027C	YGR027C			RPS25A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_159	IX	388421	389154	+	17	NA	TTS (YIR019C)	protein_coding-TTS (YIR019C)	-3086	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_225	VII	73311	74654	+	17	NA	promoter-TSS (YGL226C-A)	protein_coding-promoter-TSS (YGL226C-A)	-80	tV(AAC)G3	tV(AAC)G3	tV(AAC)G3			tV(AAC)G3			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_475	XIII	480594	480917	+	17	NA	promoter-TSS (YMR106C)	protein_coding-promoter-TSS (YMR106C)	-62	tK(CUU)M	tK(CUU)M	tK(CUU)M			tK(CUU)M			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_359	XI	163837	164793	+	17	NA	promoter-TSS (YKL152C)	protein_coding-promoter-TSS (YKL152C)	70	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_388	XI	630583	630903	+	17	NA	promoter-TSS (YKR097W)	protein_coding-promoter-TSS (YKR097W)	-409	YKR097W	YKR097W	YKR097W			PCK1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_204	V	544780	545477	+	17	NA	promoter-TSS (YER177W)	protein_coding-promoter-TSS (YER177W)	-483	YER177W	YER177W	YER177W			BMH1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_381	XI	463049	463815	+	17	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-527	YKR013W	YKR013W	YKR013W			PRY2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_228	VII	149075	149311	+	17	NA	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-229	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_99	IV	501092	501680	+	17	NA	promoter-TSS (YDR028C)	protein_coding-promoter-TSS (YDR028C)	286	YDR029W	YDR029W	YDR029W			YDR029W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_220	VI	263132	263899	+	17	NA	promoter-TSS (YFR055W)	protein_coding-promoter-TSS (YFR055W)	-689	YFR055W	YFR055W	YFR055W			IRC7			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_495	XIV	62963	63466	+	17	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-271	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_65	III	77646	78580	+	17	NA	promoter-TSS (YCL025C)	protein_coding-promoter-TSS (YCL025C)	-194	YCL025C	YCL025C	YCL025C			AGP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_14	I	210959	211168	+	17	NA	Intergenic	Intergenic	2696	YAR053W	YAR053W	YAR053W			YAR053W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_596	XVI	67009	67640	+	17	NA	promoter-TSS (YPL255W)	protein_coding-promoter-TSS (YPL255W)	-401	YPL255W	YPL255W	YPL255W			BBP1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_245	VII	438520	438751	+	17	NA	promoter-TSS (YGL030W)	protein_coding-promoter-TSS (YGL030W)	-456	YGL030W	YGL030W	YGL030W			RPL30			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_370	XI	321845	322720	+	17	NA	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-764	YKL063C	YKL063C	YKL063C			YKL063C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_216	VI	204881	205209	+	17	NA	promoter-TSS (YFR025C)	protein_coding-promoter-TSS (YFR025C)	-49	tA(AGC)F	tA(AGC)F	tA(AGC)F			tA(AGC)F			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_452	XIII	67743	68211	+	17	NA	promoter-TSS (YML102W)	protein_coding-promoter-TSS (YML102W)	-39	snR85	snR85	snR85			snR85			snoRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_250	VII	544549	544966	+	17	NA	promoter-TSS (snR46)	snoRNA-promoter-TSS (snR46)	-109	tD(GUC)G2	tD(GUC)G2	tD(GUC)G2			tD(GUC)G2			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_458	XIII	158845	159153	+	17	NA	promoter-TSS (YML058W)	protein_coding-promoter-TSS (YML058W)	239	YML058W-A	YML058W-A	YML058W-A			HUG1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_439	XII	921690	922288	+	17	NA	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-74	YLR400W	YLR400W	YLR400W			YLR400W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_423	XII	704335	705077	+	17	NA	promoter-TSS (YLR278C)	protein_coding-promoter-TSS (YLR278C)	127	YLR280C	YLR280C	YLR280C			YLR280C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_139	IV	1502432	1502708	+	17	NA	promoter-TSS (YDR533C)	protein_coding-promoter-TSS (YDR533C)	-410	YDR533C	YDR533C	YDR533C			HSP31			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_309	VIII	498745	499016	+	17	NA	promoter-TSS (YHR199C)	protein_coding-promoter-TSS (YHR199C)	-21	YHR199C-A	YHR199C-A	YHR199C-A			NBL1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_36	II	356080	356764	+	17	NA	promoter-TSS (YBR058C)	protein_coding-promoter-TSS (YBR058C)	144	YBR058C-A	YBR058C-A	YBR058C-A			TSC3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_466	XIII	302757	302966	+	17	NA	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-376	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_500	XIV	116308	117034	+	17	NA	promoter-TSS (YNL277W)	protein_coding-promoter-TSS (YNL277W)	-8	YNL277W-A	YNL277W-A	YNL277W-A			YNL277W-A			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_465	XIII	287607	287827	+	17	NA	promoter-TSS (YMR011W)	protein_coding-promoter-TSS (YMR011W)	-362	YMR011W	YMR011W	YMR011W			HXT2			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_56	II	642683	642967	+	17	NA	promoter-TSS (YBR208C)	protein_coding-promoter-TSS (YBR208C)	242	YBR209W	YBR209W	YBR209W			YBR209W			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_425	XII	728298	728682	+	16	NA	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-465	YLR300W	YLR300W	YLR300W			EXG1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_4	I	58529	58764	+	16	NA	promoter-TSS (YAL044C)	protein_coding-promoter-TSS (YAL044C)	-184	YAL044C	YAL044C	YAL044C			GCV3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_568	XV	678878	679137	+	16	NA	promoter-TSS (YOR182C)	protein_coding-promoter-TSS (YOR182C)	135	YOR183W	YOR183W	YOR183W			FYV12			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_313	X	36320	36653	+	16	NA	promoter-TSS (YJL210W)	protein_coding-promoter-TSS (YJL210W)	-237	YJL212C	YJL212C	YJL212C			OPT1			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_540	XV	128045	128892	+	16	NA	promoter-TSS (YOL100W)	protein_coding-promoter-TSS (YOL100W)	-548	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_535	XV	69069	69296	+	16	NA	promoter-TSS (YOL136C)	protein_coding-promoter-TSS (YOL136C)	-428	YOL136C	YOL136C	YOL136C			PFK27			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_443	XII	1002164	1003145	+	16	NA	promoter-TSS (YLR431C)	protein_coding-promoter-TSS (YLR431C)	97	YLR432W	YLR432W	YLR432W			IMD3			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_54	II	614241	615289	+	16	NA	promoter-TSS (YBR196C)	protein_coding-promoter-TSS (YBR196C)	-135	YBR196C-B	YBR196C-B	YBR196C-B			YBR196C-B			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_42	II	426864	427177	+	16	NA	promoter-TSS (YBR089C-A)	protein_coding-promoter-TSS (YBR089C-A)	38	YBR090C	YBR090C	YBR090C			YBR090C			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_362	XI	225980	226282	+	16	NA	promoter-TSS (YKL112W)	protein_coding-promoter-TSS (YKL112W)	-256	YKL113C	YKL113C	YKL113C			RAD27			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_243	VII	422882	423305	+	16	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	1	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_69	III	169751	170045	+	16	NA	TTS (YCR028C)	protein_coding-TTS (YCR028C)	-1526	tQ(UUG)C	tQ(UUG)C	tQ(UUG)C			tQ(UUG)C			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_26	II	140508	141149	+	16	NA	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-419	YBL041W	YBL041W	YBL041W			PRE7			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_224	VII	66779	67455	+	16	NA	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-158	YGL229C	YGL229C	YGL229C			SAP4			protein_coding
OSMOTIC_STRESS_T0_PE_REP2_peak_473	XIII	463115	463675	+	16	NA	promoter-TSS (YMR098C)	protein_coding-promoter-TSS (YMR098C)	-159	tD(GUC)M	tD(GUC)M	tD(GUC)M			tD(GUC)M			tRNA
OSMOTIC_STRESS_T0_PE_REP2_peak_253	VII	561634	561909	+	16	NA	promoter-TSS (tS(AGA)G)	tRNA-promoter-TSS (tS(AGA)G)	-28	tS(AGA)G	tS(AGA)G	tS(AGA)G			tS(AGA)G			tRNA
