# Program:featureCounts v2.0.1; Command:"featureCounts" "-F" "SAF" "-O" "--fracOverlap" "0.2" "-p" "-T" "2" "-a" "consensus_peaks.mLb.clN.saf" "-s" "0" "-o" "consensus_peaks.mLb.clN.featureCounts.txt" "OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam" "OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	OSMOTIC_STRESS_T100_SE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T100_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T150_SE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP2.mLb.clN.sorted.bam	OSMOTIC_STRESS_T0_PE_REP1.mLb.clN.sorted.bam	OSMOTIC_STRESS_T15_PE_REP1.mLb.clN.sorted.bam
Interval_1267	XII	668892	669215	+	324	2	7	17	2	9	19
Interval_1268	XII	674007	674214	+	208	2	3	12	3	3	15
Interval_1269	XII	677624	678077	+	454	5	3	29	5	4	32
Interval_1270	XII	680450	681028	+	579	3	2	12	3	3	14
Interval_1271	XII	704057	705077	+	1021	19	35	86	22	33	94
Interval_1272	XII	707229	707460	+	232	0	0	4	0	0	7
Interval_1273	XII	710444	710956	+	513	9	8	18	10	9	22
Interval_1274	XII	713205	713507	+	303	4	12	12	4	13	12
Interval_1275	XII	722504	723774	+	1271	21	30	44	23	32	44
Interval_1276	XII	728140	728810	+	671	24	28	70	27	31	81
Interval_1277	XII	734707	734907	+	201	4	2	8	2	2	4
Interval_1278	XII	737643	738244	+	602	10	9	34	11	10	38
Interval_1279	XII	758615	759756	+	1142	6	24	68	5	23	77
Interval_1280	XII	764311	764855	+	545	3	8	14	5	9	16
Interval_1281	XII	781500	781772	+	273	4	12	23	6	13	30
Interval_1282	XII	783488	784794	+	1307	12	39	88	15	45	94
Interval_1283	XII	789802	790248	+	447	9	5	27	12	7	31
Interval_1284	XII	793659	794234	+	576	6	12	13	7	13	17
Interval_1285	XII	796366	797396	+	1031	29	31	47	30	38	49
Interval_1286	XII	805227	805697	+	471	10	11	17	9	12	19
Interval_1287	XII	808885	809572	+	688	26	40	58	27	44	65
Interval_1288	XII	818542	819356	+	815	15	27	50	16	28	54
Interval_1289	XII	820215	820539	+	325	5	1	17	6	2	18
Interval_1290	XII	826707	827358	+	652	10	12	14	15	13	15
Interval_1291	XII	827891	828698	+	808	16	34	57	17	37	61
Interval_1292	XII	830437	830850	+	414	8	10	12	9	10	12
Interval_1293	XII	837497	840152	+	2656	53	60	79	55	63	81
Interval_1294	XII	841054	841331	+	278	3	4	14	7	5	17
Interval_1295	XII	848055	848321	+	267	0	4	2	0	5	3
Interval_1296	XII	853097	853675	+	579	2	7	8	3	10	9
Interval_1297	XII	855801	856001	+	201	0	4	0	0	5	0
Interval_1298	XII	871374	872300	+	927	7	10	37	7	10	42
Interval_1299	XII	875153	875542	+	390	11	20	21	12	24	24
Interval_1300	XII	877383	878143	+	761	22	17	62	24	20	66
Interval_1301	XII	897784	898181	+	398	4	9	18	4	11	20
Interval_1302	XII	902818	904142	+	1325	13	15	31	14	16	30
Interval_1303	XII	914765	914991	+	227	0	0	8	0	0	8
Interval_1304	XII	921497	922473	+	977	22	37	71	24	43	72
Interval_1305	XII	924552	925081	+	530	23	29	44	33	33	46
Interval_1306	XII	931699	932783	+	1085	34	40	57	40	43	68
Interval_1307	XII	948265	948525	+	261	2	1	8	3	1	8
Interval_1308	XII	949602	950986	+	1385	30	32	61	33	33	67
Interval_1309	XII	954287	955434	+	1148	8	18	94	8	19	105
Interval_1310	XII	962819	963635	+	817	7	8	14	7	8	18
Interval_1311	XII	965665	965946	+	282	1	2	9	1	2	12
Interval_1312	XII	1001924	1003145	+	1222	13	10	20	13	12	23
Interval_1313	XII	1011394	1012626	+	1233	17	27	61	19	27	63
Interval_1314	XII	1013390	1014342	+	953	7	6	32	7	7	33
Interval_1315	XII	1018884	1019422	+	539	12	13	20	11	15	21
Interval_1316	XII	1028057	1028899	+	843	38	46	57	44	52	71
Interval_1317	XII	1035626	1035867	+	242	2	2	7	3	1	7
Interval_1318	XII	1043632	1043922	+	291	4	5	11	6	5	10
Interval_1319	XII	1056631	1056892	+	262	1	1	8	2	2	11
Interval_1320	XII	1064370	1065455	+	1086	71	65	67	82	88	98
Interval_1321	XII	1071477	1071936	+	460	9	7	17	23	23	43
Interval_1322	XIII	5364	5713	+	350	8	7	12	15	12	19
Interval_1323	XIII	14557	15428	+	872	6	11	37	6	13	42
Interval_1324	XIII	16696	17296	+	601	3	10	33	4	11	37
Interval_1325	XIII	25947	26818	+	872	38	24	35	38	29	36
Interval_1326	XIII	29245	30398	+	1154	14	18	33	14	16	34
Interval_1327	XIII	37784	38174	+	391	5	1	15	7	2	19
Interval_1328	XIII	46417	47217	+	801	7	6	14	9	6	15
Interval_1329	XIII	50869	51533	+	665	4	1	23	5	1	25
Interval_1330	XIII	67692	68405	+	714	8	13	29	8	13	29
Interval_1331	XIII	69640	70593	+	954	25	35	84	27	37	95
Interval_1332	XIII	73473	73680	+	208	0	0	7	1	0	8
Interval_1333	XIII	76894	77080	+	187	3	1	4	3	3	7
Interval_1334	XIII	91019	92196	+	1178	16	23	56	18	24	59
Interval_1335	XIII	99409	99609	+	201	3	1	13	4	1	14
Interval_1336	XIII	101311	101805	+	495	7	13	34	8	14	34
Interval_1337	XIII	104203	104645	+	443	5	9	17	6	12	18
Interval_1338	XIII	119038	119663	+	626	12	8	42	15	8	44
Interval_1339	XIII	124166	124596	+	431	15	16	28	17	17	31
Interval_1340	XIII	131639	131939	+	301	4	8	12	4	10	15
Interval_1341	XIII	133139	133504	+	366	0	4	18	1	5	18
Interval_1342	XIII	144806	144999	+	194	0	1	5	0	1	5
Interval_1343	XIII	145797	146494	+	698	17	20	44	22	19	43
Interval_1344	XIII	158844	160095	+	1252	7	17	38	8	19	43
Interval_1345	XIII	167149	167931	+	783	1	5	20	1	5	27
Interval_1346	XIII	169831	170318	+	488	19	26	48	19	31	55
Interval_1347	XIII	178031	178458	+	428	3	8	14	4	11	19
Interval_1348	XIII	183812	184012	+	201	6	3	4	6	3	4
Interval_1349	XIII	192079	192524	+	446	3	5	17	3	5	19
Interval_1350	XIII	195825	196409	+	585	11	7	12	11	11	15
Interval_1351	XIII	209117	209412	+	296	6	2	15	6	3	16
Interval_1352	XIII	219818	221204	+	1387	12	25	64	13	28	70
Interval_1353	XIII	223884	224226	+	343	9	16	27	10	15	31
Interval_1354	XIII	225451	225888	+	438	17	16	41	17	22	47
Interval_1355	XIII	236206	236563	+	358	3	5	18	5	6	18
Interval_1356	XIII	243995	244195	+	201	4	7	9	5	7	11
Interval_1357	XIII	245797	246055	+	259	5	1	10	6	3	11
Interval_1358	XIII	253097	253783	+	687	18	18	57	17	19	66
Interval_1359	XIII	258839	259295	+	457	3	12	19	3	14	20
Interval_1360	XIII	262779	263434	+	656	4	6	34	7	6	33
Interval_1361	XIII	266859	267113	+	255	5	6	16	4	7	20
Interval_1362	XIII	271492	272238	+	747	26	20	47	31	23	51
Interval_1363	XIII	272819	273113	+	295	3	6	15	3	7	18
Interval_1364	XIII	279727	280164	+	438	9	11	17	9	12	19
Interval_1365	XIII	282803	283470	+	668	5	8	54	5	11	63
Interval_1366	XIII	287370	287849	+	480	15	25	36	16	25	44
Interval_1367	XIII	290904	291103	+	200	4	5	3	5	7	4
Interval_1368	XIII	296738	297068	+	331	9	10	18	9	10	18
Interval_1369	XIII	302708	303165	+	458	15	10	35	19	12	37
Interval_1370	XIII	306050	307019	+	970	41	40	92	44	42	106
Interval_1371	XIII	311969	312219	+	251	1	0	14	2	1	14
Interval_1372	XIII	318342	318766	+	425	1	6	18	1	6	18
Interval_1373	XIII	325495	325831	+	337	5	6	13	5	5	15
Interval_1374	XIII	330378	330910	+	533	0	2	8	0	3	12
Interval_1375	XIII	334699	335159	+	461	5	10	20	6	13	21
Interval_1376	XIII	337476	337699	+	224	1	2	8	1	2	10
Interval_1377	XIII	340894	341268	+	375	3	9	15	3	9	18
Interval_1378	XIII	346993	347740	+	748	13	19	74	12	25	79
Interval_1379	XIII	349753	350127	+	375	7	13	27	10	14	35
Interval_1380	XIII	352302	353551	+	1250	33	39	102	35	40	117
Interval_1381	XIII	361673	363284	+	1612	17	15	28	25	24	33
Interval_1382	XIII	372250	372604	+	355	1	9	19	2	9	20
Interval_1383	XIII	379085	379485	+	401	9	14	18	11	15	25
Interval_1384	XIII	387824	388715	+	892	32	31	74	32	34	76
Interval_1385	XIII	396426	396964	+	539	4	7	18	4	6	20
Interval_1386	XIII	401228	401618	+	391	0	2	16	0	2	15
Interval_1387	XIII	407631	408884	+	1254	55	58	141	59	63	153
Interval_1388	XIII	413548	413821	+	274	4	3	11	4	3	14
Interval_1389	XIII	420204	420729	+	526	6	10	32	7	10	33
Interval_1390	XIII	424594	424902	+	309	2	2	15	2	2	14
Interval_1391	XIII	431544	431991	+	448	3	9	39	4	10	43
Interval_1392	XIII	433366	434644	+	1279	28	28	95	31	33	101
Interval_1393	XIII	438821	439143	+	323	6	4	25	7	5	25
Interval_1394	XIII	445259	445478	+	220	2	6	10	2	6	10
Interval_1395	XIII	453611	453838	+	228	2	5	7	2	5	8
Interval_1396	XIII	463114	463677	+	564	9	9	8	9	10	8
Interval_1397	XIII	465649	465966	+	318	6	3	16	7	5	20
Interval_1398	XIII	472541	473409	+	869	25	18	52	27	20	53
Interval_1399	XIII	477707	478902	+	1196	4	9	71	2	9	75
Interval_1400	XIII	480470	480917	+	448	8	7	3	9	8	4
Interval_1401	XIII	482495	483774	+	1280	9	10	44	9	11	47
Interval_1402	XIII	500817	501036	+	220	2	8	8	1	7	8
Interval_1403	XIII	504714	505058	+	345	5	7	12	8	9	17
Interval_1404	XIII	510341	511289	+	949	29	37	83	30	38	91
Interval_1405	XIII	517500	517700	+	201	1	0	7	1	0	9
Interval_1406	XIII	540107	540894	+	788	22	41	97	27	46	110
Interval_1407	XIII	545649	545975	+	327	3	3	19	3	4	23
Interval_1408	XIII	551148	551924	+	777	38	47	71	43	52	83
Interval_1409	XIII	556742	557418	+	677	33	22	60	37	28	68
Interval_1410	XIII	560535	560814	+	280	7	3	17	6	3	20
Interval_1411	XIII	564316	564554	+	239	1	5	0	1	5	2
Interval_1412	XIII	577378	577973	+	596	2	4	21	4	4	24
Interval_1413	XIII	589600	589814	+	215	4	1	12	3	2	12
Interval_1414	XIII	592284	593028	+	745	2	5	24	4	5	28
Interval_1415	XIII	594584	594802	+	219	0	3	7	0	3	8
Interval_1416	XIII	598879	599450	+	572	1	5	28	1	5	30
Interval_1417	XIII	600883	601545	+	663	6	5	46	6	5	49
Interval_1418	XIII	605831	606031	+	201	3	1	10	3	2	12
Interval_1419	XIII	608156	608557	+	402	5	2	31	6	3	33
Interval_1420	XIII	610202	610572	+	371	0	2	12	0	2	16
Interval_1421	XIII	616115	616323	+	209	1	5	4	0	7	4
Interval_1422	XIII	624131	624623	+	493	2	4	18	2	6	20
Interval_1423	XIII	625673	626261	+	589	7	4	19	8	6	21
Interval_1424	XIII	627879	628289	+	411	6	10	16	6	10	19
Interval_1425	XIII	637091	637641	+	551	7	10	22	7	8	26
Interval_1426	XIII	652059	653951	+	1893	26	62	138	27	70	148
Interval_1427	XIII	661533	662279	+	747	14	27	70	13	31	75
Interval_1428	XIII	667168	667487	+	320	4	7	13	4	7	14
Interval_1429	XIII	674992	675569	+	578	15	22	44	17	24	49
Interval_1430	XIII	683868	684322	+	455	2	2	20	2	2	20
Interval_1431	XIII	695088	695352	+	265	2	4	10	4	4	14
Interval_1432	XIII	701176	701376	+	201	3	5	1	3	9	3
Interval_1433	XIII	732184	732384	+	201	7	4	5	5	4	8
Interval_1434	XIII	742880	743065	+	186	1	4	1	1	6	2
Interval_1435	XIII	743521	743796	+	276	3	4	10	3	5	11
Interval_1436	XIII	751267	751835	+	569	7	13	31	7	12	33
Interval_1437	XIII	754275	754639	+	365	5	16	34	5	20	38
Interval_1438	XIII	758902	759479	+	578	22	36	48	25	36	50
Interval_1439	XIII	760154	760457	+	304	4	3	20	6	4	19
Interval_1440	XIII	763251	763498	+	248	2	0	13	2	2	14
Interval_1441	XIII	768213	768507	+	295	0	3	13	0	5	16
Interval_1442	XIII	773249	774715	+	1467	22	33	164	24	37	174
Interval_1443	XIII	777241	777708	+	468	6	9	21	8	12	25
Interval_1444	XIII	793432	793757	+	326	2	3	21	3	3	24
Interval_1445	XIII	797907	798374	+	468	14	22	39	15	23	47
Interval_1446	XIII	807956	809031	+	1076	9	13	14	8	14	16
Interval_1447	XIII	810720	811146	+	427	3	12	17	3	13	20
Interval_1448	XIII	818702	819017	+	316	0	1	16	1	1	16
Interval_1449	XIII	820043	820387	+	345	1	3	10	2	2	14
Interval_1450	XIII	831450	832465	+	1016	5	7	28	5	7	32
Interval_1451	XIII	835027	835233	+	207	0	0	11	0	0	12
Interval_1452	XIII	841643	841843	+	201	0	1	9	0	1	10
Interval_1453	XIII	851616	852531	+	916	12	18	56	11	17	56
Interval_1454	XIII	861000	861968	+	969	18	22	56	18	23	55
Interval_1455	XIII	863443	863677	+	235	1	5	4	1	6	4
Interval_1456	XIII	867444	867671	+	228	6	0	6	6	1	7
Interval_1457	XIII	872541	873107	+	567	8	13	33	8	13	34
Interval_1458	XIII	874637	874843	+	207	1	0	11	1	0	12
Interval_1459	XIII	880416	880989	+	574	17	13	32	17	15	34
Interval_1460	XIII	886354	886914	+	561	6	17	28	7	16	33
Interval_1461	XIII	895446	895683	+	238	1	6	9	1	6	9
Interval_1462	XIII	897531	897924	+	394	3	4	10	3	3	11
Interval_1463	XIII	901204	901659	+	456	5	11	22	6	9	25
Interval_1464	XIII	902665	902860	+	196	2	1	5	1	2	7
Interval_1465	XIII	904194	904846	+	653	12	9	16	14	9	17
Interval_1466	XIII	905920	906311	+	392	3	3	18	5	5	19
Interval_1467	XIII	914894	915754	+	861	37	28	53	37	34	54
Interval_1468	XIII	923411	924422	+	1012	57	70	57	63	87	61
Interval_1469	XIV	6558	7336	+	779	50	50	40	50	59	39
Interval_1470	XIV	19202	19441	+	240	2	5	4	3	7	2
Interval_1471	XIV	22813	23823	+	1011	7	16	18	7	16	20
Interval_1472	XIV	34196	34752	+	557	6	11	15	6	12	19
Interval_1473	XIV	37004	37742	+	739	3	2	12	3	2	16
Interval_1474	XIV	47907	48222	+	316	1	3	12	2	4	12
Interval_1475	XIV	51658	52023	+	366	1	7	13	3	8	15
Interval_1476	XIV	57561	58243	+	683	9	18	20	11	18	21
Interval_1477	XIV	59800	60188	+	389	3	9	28	3	9	31
Interval_1478	XIV	62922	63510	+	589	19	20	41	21	24	47
Interval_1479	XIV	65164	65531	+	368	8	1	20	10	1	19
Interval_1480	XIV	68465	68889	+	425	8	8	23	8	10	27
Interval_1481	XIV	76659	76945	+	287	0	0	13	0	0	15
Interval_1482	XIV	87069	87700	+	632	14	12	33	14	15	35
Interval_1483	XIV	88941	90110	+	1170	22	21	30	24	22	33
Interval_1484	XIV	91548	91801	+	254	4	4	16	4	6	19
Interval_1485	XIV	96104	96570	+	467	7	13	14	6	16	22
Interval_1486	XIV	104139	104942	+	804	12	11	16	13	12	15
Interval_1487	XIV	107131	107637	+	507	7	13	19	7	14	24
Interval_1488	XIV	110237	110825	+	589	9	9	19	11	9	24
Interval_1489	XIV	112641	113062	+	422	2	7	31	2	7	34
Interval_1490	XIV	116307	117067	+	761	13	10	27	13	11	28
Interval_1491	XIV	135623	135881	+	259	0	1	9	1	2	14
Interval_1492	XIV	137891	138506	+	616	7	15	31	9	18	32
Interval_1493	XIV	167969	168175	+	207	1	3	7	1	4	9
Interval_1494	XIV	172805	173682	+	878	6	5	17	6	4	19
Interval_1495	XIV	174575	174982	+	408	6	7	19	7	9	19
Interval_1496	XIV	187414	188029	+	616	5	11	10	8	11	10
Interval_1497	XIV	197986	198925	+	940	24	37	78	24	34	73
Interval_1498	XIV	209772	210362	+	591	6	13	19	7	13	21
Interval_1499	XIV	211519	211788	+	270	0	0	10	0	0	10
Interval_1500	XIV	217300	217751	+	452	6	16	38	6	16	39
Interval_1501	XIV	233773	234091	+	319	7	8	12	9	8	15
Interval_1502	XIV	239797	240313	+	517	3	15	10	4	17	12
Interval_1503	XIV	241551	241805	+	255	2	7	7	2	8	6
Interval_1504	XIV	254125	254646	+	522	3	4	19	4	4	22
Interval_1505	XIV	273829	274356	+	528	1	1	37	1	1	40
Interval_1506	XIV	275786	276296	+	511	9	4	33	9	4	35
Interval_1507	XIV	276967	277264	+	298	1	6	2	3	7	2
Interval_1508	XIV	281426	282058	+	633	15	24	41	14	25	44
Interval_1509	XIV	288988	290004	+	1017	3	9	23	3	10	25
Interval_1510	XIV	292625	292814	+	190	1	2	5	1	2	8
Interval_1511	XIV	295664	295957	+	294	2	2	13	3	2	15
Interval_1512	XIV	301058	302569	+	1512	22	35	83	23	37	93
Interval_1513	XIV	309986	310502	+	517	4	13	23	4	14	28
Interval_1514	XIV	317827	318807	+	981	3	8	31	3	8	35
Interval_1515	XIV	330871	331336	+	466	15	24	50	18	26	56
Interval_1516	XIV	332328	332557	+	230	3	4	6	2	5	8
Interval_1517	XIV	335786	336250	+	465	4	9	46	5	9	51
Interval_1518	XIV	337902	338412	+	511	2	11	5	3	11	6
Interval_1519	XIV	339379	340432	+	1054	1	10	36	2	11	39
Interval_1520	XIV	342095	342307	+	213	1	3	10	2	4	10
Interval_1521	XIV	349740	350573	+	834	22	44	83	25	49	100
Interval_1522	XIV	355208	355984	+	777	25	31	65	30	38	81
Interval_1523	XIV	365871	366632	+	762	2	7	23	2	7	25
Interval_1524	XIV	370361	370646	+	286	2	0	4	3	0	6
Interval_1525	XIV	373445	375183	+	1739	17	31	56	18	33	57
Interval_1526	XIV	392420	392836	+	417	4	5	20	4	5	21
Interval_1527	XIV	398184	398378	+	195	1	0	5	1	0	6
Interval_1528	XIV	405625	406041	+	417	13	15	35	14	16	35
Interval_1529	XIV	412354	412823	+	470	4	8	10	3	12	10
Interval_1530	XIV	415612	416621	+	1010	17	11	9	19	11	8
Interval_1531	XIV	417561	417842	+	282	3	6	14	3	6	16
Interval_1532	XIV	418507	418739	+	233	1	2	11	2	2	11
Interval_1533	XIV	426912	427679	+	768	25	28	73	25	32	81
Interval_1534	XIV	440681	441300	+	620	14	23	67	17	24	74
Interval_1535	XIV	442511	443175	+	665	7	11	19	11	12	27
Interval_1536	XIV	444360	444715	+	356	6	11	16	7	14	16
Interval_1537	XIV	447083	447395	+	313	3	6	18	4	6	18
Interval_1538	XIV	452039	452306	+	268	2	6	12	3	7	13
Interval_1539	XIV	456031	456293	+	263	1	6	8	1	6	13
Interval_1540	XIV	466352	466713	+	362	2	3	7	3	3	9
Interval_1541	XIV	478101	480052	+	1952	17	23	43	18	27	46
Interval_1542	XIV	480654	481188	+	535	2	8	17	2	8	19
Interval_1543	XIV	483207	483489	+	283	2	0	11	2	0	12
Interval_1544	XIV	490967	491566	+	600	5	6	35	6	7	36
Interval_1545	XIV	495054	495489	+	436	19	17	46	22	19	48
Interval_1546	XIV	498726	499442	+	717	6	13	13	7	15	13
Interval_1547	XIV	500403	500903	+	501	10	10	38	12	12	43
Interval_1548	XIV	502786	503530	+	745	15	18	56	14	19	57
Interval_1549	XIV	507323	507704	+	382	7	7	19	7	8	23
Interval_1550	XIV	514929	515338	+	410	5	0	12	7	0	13
Interval_1551	XIV	518682	519208	+	527	5	8	29	5	8	35
Interval_1552	XIV	525321	526182	+	862	2	6	19	4	7	19
Interval_1553	XIV	537977	538250	+	274	2	1	11	3	1	17
Interval_1554	XIV	542068	542268	+	201	3	1	5	3	1	5
Interval_1555	XIV	546635	547851	+	1217	14	20	34	15	21	36
Interval_1556	XIV	549050	549331	+	282	2	1	7	2	1	8
Interval_1557	XIV	551933	552229	+	297	2	2	15	4	2	16
Interval_1558	XIV	558988	560859	+	1872	39	46	103	38	47	112
Interval_1559	XIV	567296	568442	+	1147	13	11	17	21	13	25
Interval_1560	XIV	569299	570145	+	847	16	23	29	18	24	32
Interval_1561	XIV	576063	577023	+	961	23	25	51	25	26	52
Interval_1562	XIV	578681	579200	+	520	3	9	24	3	11	30
Interval_1563	XIV	586375	587820	+	1446	13	23	32	13	23	34
Interval_1564	XIV	602134	602754	+	621	9	15	20	10	17	25
Interval_1565	XIV	604660	605504	+	845	11	9	40	13	9	43
Interval_1566	XIV	613246	613547	+	302	0	0	5	0	0	9
Interval_1567	XIV	619771	620052	+	282	6	7	14	6	11	19
Interval_1568	XIV	622336	622765	+	430	7	5	12	7	7	15
Interval_1569	XIV	623894	624391	+	498	4	0	7	4	0	11
Interval_1570	XIV	631327	632815	+	1489	29	16	32	30	17	33
Interval_1571	XIV	633719	634319	+	601	2	8	24	2	9	29
Interval_1572	XIV	642174	642470	+	297	7	1	4	9	1	6
Interval_1573	XIV	651863	652434	+	572	10	15	63	12	18	67
Interval_1574	XIV	653347	653531	+	185	1	4	5	1	4	5
Interval_1575	XIV	661865	662626	+	762	34	42	59	37	41	59
Interval_1576	XIV	663410	664335	+	926	19	29	53	24	30	60
Interval_1577	XIV	674823	675994	+	1172	7	4	24	7	5	25
Interval_1578	XIV	691790	692296	+	507	1	3	11	1	3	15
Interval_1579	XIV	694048	694314	+	267	3	7	8	4	8	9
Interval_1580	XIV	695367	695738	+	372	2	6	12	2	8	15
Interval_1581	XIV	707277	708610	+	1334	14	17	33	15	18	36
Interval_1582	XIV	711530	711723	+	194	0	2	5	1	2	6
Interval_1583	XIV	713180	713845	+	666	3	1	11	4	2	15
Interval_1584	XIV	726020	726200	+	181	2	5	4	2	8	6
Interval_1585	XIV	736043	736906	+	864	5	6	20	5	7	21
Interval_1586	XIV	738971	739773	+	803	16	17	51	17	20	59
Interval_1587	XIV	750049	750249	+	201	3	3	10	4	3	11
Interval_1588	XIV	759317	759517	+	201	4	3	6	4	5	7
Interval_1589	XIV	763098	763955	+	858	3	9	10	6	9	14
Interval_1590	XIV	764158	764435	+	278	3	2	2	5	2	2
Interval_1591	XIV	783435	784308	+	874	37	35	31	39	44	43
Interval_1592	XV	0	854	+	855	61	63	58	70	72	63
Interval_1593	XV	8625	8825	+	201	5	0	7	7	2	10
Interval_1594	XV	21084	21829	+	746	13	10	21	12	11	22
Interval_1595	XV	27500	28109	+	610	14	14	13	24	19	17
Interval_1596	XV	31655	32298	+	644	9	7	24	11	8	24
Interval_1597	XV	33431	34295	+	865	3	6	19	3	7	20
Interval_1598	XV	38745	39506	+	762	4	1	12	5	2	15
Interval_1599	XV	43381	43782	+	402	1	3	16	3	3	18
Interval_1600	XV	44811	45024	+	214	1	0	8	1	0	8
Interval_1601	XV	47699	48215	+	517	2	6	7	3	4	7
Interval_1602	XV	55062	55813	+	752	6	16	46	8	18	48
Interval_1603	XV	58504	58769	+	266	2	11	17	2	11	17
Interval_1604	XV	61071	61319	+	249	1	8	9	2	8	11
Interval_1605	XV	65267	66115	+	849	1	3	14	1	3	16
Interval_1606	XV	69024	70317	+	1294	16	24	38	17	27	40
Interval_1607	XV	79851	80278	+	428	11	21	41	11	26	45
Interval_1608	XV	82747	83679	+	933	26	25	73	29	30	75
Interval_1609	XV	92918	93574	+	657	14	16	32	14	17	37
Interval_1610	XV	94384	94751	+	368	8	14	25	10	13	26
Interval_1611	XV	103869	104191	+	323	3	4	17	3	4	20
Interval_1612	XV	108974	110177	+	1204	64	101	154	67	111	167
Interval_1613	XV	117581	118171	+	591	10	3	16	13	9	28
Interval_1614	XV	127948	128892	+	945	13	16	27	14	18	31
Interval_1615	XV	135714	136321	+	608	4	3	18	4	3	21
Interval_1616	XV	158987	162149	+	3163	98	97	134	108	103	144
Interval_1617	XV	167963	168700	+	738	16	17	24	18	18	26
Interval_1618	XV	170095	170805	+	711	22	11	19	21	10	18
Interval_1619	XV	180758	181616	+	859	2	3	17	3	3	17
Interval_1620	XV	207166	207464	+	299	2	0	11	2	0	12
Interval_1621	XV	216108	216864	+	757	27	33	68	30	35	74
Interval_1622	XV	218723	219147	+	425	9	11	40	13	12	42
Interval_1623	XV	228287	228617	+	331	7	11	9	7	15	11
Interval_1624	XV	231921	232749	+	829	8	15	55	8	15	58
Interval_1625	XV	233792	235083	+	1292	16	20	42	17	19	46
Interval_1626	XV	238476	238676	+	201	2	1	8	2	1	10
Interval_1627	XV	253632	254236	+	605	29	26	60	30	28	69
Interval_1628	XV	255068	255434	+	367	2	6	16	1	7	17
Interval_1629	XV	259306	259836	+	531	8	0	12	8	0	15
Interval_1630	XV	267452	268074	+	623	4	8	27	5	8	26
Interval_1631	XV	273712	274893	+	1182	19	16	55	21	22	63
Interval_1632	XV	285448	286041	+	594	10	8	40	11	11	48
Interval_1633	XV	288194	288728	+	535	12	19	31	14	22	33
Interval_1634	XV	296201	296935	+	735	5	5	23	5	5	26
Interval_1635	XV	299189	299464	+	276	0	0	17	0	0	17
Interval_1636	XV	301030	301323	+	294	5	11	20	4	11	24
Interval_1637	XV	304118	305198	+	1081	17	34	87	20	37	94
Interval_1638	XV	312555	312875	+	321	4	4	16	3	5	19
Interval_1639	XV	315899	316837	+	939	17	28	40	18	29	39
Interval_1640	XV	331254	331458	+	205	2	2	11	2	2	12
Interval_1641	XV	347309	347671	+	363	4	6	15	5	8	17
Interval_1642	XV	349030	349768	+	739	3	9	27	3	10	28
Interval_1643	XV	357252	357569	+	318	2	1	10	1	1	11
Interval_1644	XV	370730	371670	+	941	5	6	34	7	6	34
Interval_1645	XV	377704	378241	+	538	7	11	42	11	12	49
Interval_1646	XV	382988	383363	+	376	2	4	21	2	4	27
Interval_1647	XV	384720	385566	+	847	9	12	54	9	10	60
Interval_1648	XV	391298	392059	+	762	7	19	55	8	20	60
Interval_1649	XV	407856	408424	+	569	3	4	20	3	5	23
Interval_1650	XV	413767	414153	+	387	1	2	8	1	2	11
Interval_1651	XV	417869	418339	+	471	3	6	22	3	6	22
Interval_1652	XV	424100	424717	+	618	13	19	66	14	20	77
Interval_1653	XV	427070	427647	+	578	1	9	20	1	9	26
Interval_1654	XV	429596	430595	+	1000	4	4	43	5	4	43
Interval_1655	XV	431759	432055	+	297	3	8	12	4	8	13
Interval_1656	XV	438688	438968	+	281	4	1	11	5	3	13
Interval_1657	XV	443362	444489	+	1128	20	27	71	20	28	81
Interval_1658	XV	446195	447100	+	906	6	20	42	6	20	47
Interval_1659	XV	448964	449186	+	223	2	1	12	2	1	12
Interval_1660	XV	461532	462942	+	1411	12	25	79	15	26	88
Interval_1661	XV	464471	464692	+	222	4	7	7	4	9	9
Interval_1662	XV	467753	468031	+	279	0	1	3	0	1	6
Interval_1663	XV	471678	472724	+	1047	10	15	33	10	18	37
Interval_1664	XV	479614	482063	+	2450	14	23	87	14	26	101
Interval_1665	XV	487003	487946	+	944	16	25	38	18	28	43
Interval_1666	XV	493026	493256	+	231	1	2	13	1	3	13
Interval_1667	XV	494014	494928	+	915	19	34	78	17	39	83
Interval_1668	XV	504610	505795	+	1186	33	31	63	37	35	72
Interval_1669	XV	511296	511770	+	475	11	21	45	14	23	53
Interval_1670	XV	514145	515128	+	984	12	15	55	14	17	57
Interval_1671	XV	520395	520975	+	581	15	14	44	15	16	49
Interval_1672	XV	522598	522899	+	302	7	1	7	8	2	7
Interval_1673	XV	533816	534093	+	278	0	1	11	1	1	12
Interval_1674	XV	550771	550981	+	211	1	0	11	1	0	12
